miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum	
MIMAT0018360	hsa-miR-3944-3p	ENSG00000055950	MRPL43	protein_coding	chr10	102743515	102743533	102743515	102743533	-	2	0	AGO1-4	0	1	0	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000148773	MKI67	protein_coding	chr10	129896602	129896608	129896602	129896608	-	3	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000173848	NET1	protein_coding	chr10	5500263	5500269	5500242	5500270	+	9	1	"AGO1-4,AGO2"	0	0	1	1	0	0	0	3	"BC-1,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000165983	PTER	protein_coding	chr10	16554192	16554198	16554192	16554198	+	1	0	AGO2	0	0	1	0	0	0	0	1	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000148737	TCF7L2	protein_coding	chr10	114925487	114925493	114925487	114925493	+	4	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	2	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000117984	CTSD	protein_coding	chr11	1774588	1774594	1774588	1774594	-	13	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167244	IGF2	protein_coding	chr11	2151003	2151022	2151003	2151022	-	5	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	5	"HCT116,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000284779	IGF2	protein_coding	chr11	2151003	2151022	2151003	2151022	-	5	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	0	"HCT116,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167987	VPS37C	protein_coding	chr11	60898429	60898451	60898429	60898451	-	2	0	AGO1-4	0	1	0	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000149532	CPSF7	protein_coding	chr11	61170975	61170981	61170975	61170981	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000178202	KDELC2	protein_coding	chr11	108344593	108344599	108344593	108344599	-	1	0	AGO2	0	0	1	0	0	0	0	6	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000110367	DDX6	protein_coding	chr11	118622308	118622314	118622308	118622314	-	8	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	1	"DG75-BCBL-1,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000134909	ARHGAP32	protein_coding	chr11	128840627	128840632	128840627	128840632	-	5	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000134909	ARHGAP32	protein_coding	chr11	128843236	128843241	128843236	128843241	-	4	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000170946	DNAJC24	protein_coding	chr11	31452042	31452048	31452042	31452048	+	1	0	AGO2	0	0	1	0	0	0	0	1	HEK293
MIMAT0018360	hsa-miR-3944-3p	ENSG00000149792	MRPL49	protein_coding	chr11	64894706	64894712	64894706	64894712	+	2	2	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000173120	KDM2A	protein_coding	chr11	67018007	67018031	67018007	67018031	+	3	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	0	"HEK293S,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000165458	INPPL1	protein_coding	chr11	71949852	71949858	71949852	71949858	+	3	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000166037	CEP57	protein_coding	chr11	95564627	95564633	95564606	95564634	+	8	0	"AGO1-4,AGO2"	0	0	1	1	0	0	0	0	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000173456	RNF26	protein_coding	chr11	119205412	119205432	119205412	119205432	+	4	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	0	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167767	KRT80	protein_coding	chr12	52564546	52564552	52564546	52564552	-	5	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	5	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000111670	GNPTAB	protein_coding	chr12	102140838	102140843	102140838	102140843	-	7	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	4	"BT474,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000110931	CAMKK2	protein_coding	chr12	121675683	121675688	121675683	121675688	-	1	0	AGO2	0	0	1	0	0	0	0	0	DG75-BCBL-1
MIMAT0018360	hsa-miR-3944-3p	ENSG00000110931	CAMKK2	protein_coding	chr12	121678506	121678512	121678506	121678512	-	1	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000119242	CCDC92	protein_coding	chr12	124421683	124421705	124421683	124421705	-	3	1	"AGO1-4,AGO2"	0	1	0	0	0	0	0	6	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000185591	SP1	protein_coding	chr12	53775974	53775995	53775974	53775995	+	4	0	AGO1-4	0	1	0	0	0	0	0	4	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000177169	ULK1	protein_coding	chr12	132406499	132406505	132406499	132406505	+	7	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	2	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000118922	KLF12	protein_coding	chr13	74268291	74268297	74268291	74268297	-	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"HeLa,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000185950	IRS2	protein_coding	chr13	110408569	110408575	110408569	110408575	-	2	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	7	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000100813	ACIN1	protein_coding	chr14	23528157	23528163	23528157	23528163	-	1	0	AGO2	0	0	1	0	0	0	0	0	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000197045	GMFB	protein_coding	chr14	54955680	54955700	54955680	54955700	-	1	0	AGO1-4	0	1	0	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000156030	ELMSAN1	protein_coding	chr14	74184372	74184377	74184372	74184377	-	2	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	5	"HEK293,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000156030	ELMSAN1	protein_coding	chr14	74184768	74184773	74184768	74184773	-	1	0	AGO2	0	0	1	0	0	0	0	5	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000009830	POMT2	protein_coding	chr14	77743614	77743620	77743614	77743620	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000053254	FOXN3	protein_coding	chr14	89628117	89628123	89628117	89628123	-	9	0	AGO1-4	0	0	1	0	0	0	0	6	HS5
MIMAT0018360	hsa-miR-3944-3p	ENSG00000080823	MOK	protein_coding	chr14	102695580	102695586	102695580	102695586	-	2	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	0	"HS27a,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000088808	PPP1R13B	protein_coding	chr14	104200167	104200173	104200167	104200173	-	4	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	4	"BT474,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000128891	CCDC32	protein_coding	chr15	40845365	40845371	40845365	40845371	-	2	0	AGO2	0	0	1	0	0	0	0	5	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000074410	CA12	protein_coding	chr15	63614159	63614187	63614159	63614187	-	1	0	AGO1-4	0	0	0	1	0	0	0	7	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000174498	IGDCC3	protein_coding	chr15	65620722	65620728	65620722	65620728	-	6	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	2	"HEK293S,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000140386	SCAPER	protein_coding	chr15	77020997	77021025	77020997	77021025	-	1	0	AGO1-4	0	0	0	1	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000166825	ANPEP	protein_coding	chr15	90328487	90328493	90328487	90328493	-	3	0	AGO1-4	0	0	1	0	0	0	0	2	HS5
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167173	C15orf39	protein_coding	chr15	75503697	75503703	75503697	75503703	+	2	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000181026	AEN	protein_coding	chr15	89173445	89173468	89173445	89173468	+	1	0	AGO1	0	1	0	0	0	0	0	2	HEK293
MIMAT0018360	hsa-miR-3944-3p	ENSG00000103126	AXIN1	protein_coding	chr16	337530	337535	337530	337535	-	6	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	1	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000153443	UBALD1	protein_coding	chr16	4659870	4659876	4659870	4659876	-	1	1	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000103404	USP31	protein_coding	chr16	23079252	23079257	23079252	23079257	-	3	0	"AGO1,AGO1-4"	0	0	1	0	0	0	0	3	"Flp-In-T-REx-293,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000158717	RNF166	protein_coding	chr16	88763576	88763601	88763576	88763601	-	1	0	AGO1-4	0	1	0	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000166780	C16orf45	protein_coding	chr16	15681543	15681549	15681543	15681549	+	1	0	AGO2	0	0	1	0	0	0	0	8	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000121281	ADCY7	protein_coding	chr16	50351030	50351036	50351030	50351036	+	2	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000102974	CTCF	protein_coding	chr16	67655454	67655482	67655454	67655482	+	3	0	"AGO1-4,AGO2"	0	0	0	1	0	0	0	2	"HEK293,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000103064	SLC7A6	protein_coding	chr16	68335044	68335049	68335044	68335049	+	4	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	2	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167513	CDT1	protein_coding	chr16	88874835	88874841	88874835	88874841	+	1	0	AGO2	0	0	1	0	0	0	0	1	Huh7.5
MIMAT0018360	hsa-miR-3944-3p	ENSG00000158805	ZNF276	protein_coding	chr16	89804638	89804644	89804638	89804644	+	1	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000070444	MNT	protein_coding	chr17	2291182	2291205	2291182	2291205	-	2	0	AGO2	0	1	0	0	0	0	0	6	HEK293S
MIMAT0018360	hsa-miR-3944-3p	ENSG00000132361	CLUH	protein_coding	chr17	2593529	2593535	2593529	2593535	-	4	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	1	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000108773	KAT2A	protein_coding	chr17	40271295	40271315	40271295	40271315	-	2	0	"AGO1-4,AGO2"	0	1	0	0	0	0	0	0	"HeLa,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000177469	CAVIN1	protein_coding	chr17	40554493	40554499	40554492	40554520	-	12	0	"AGO1-4,AGO2"	0	0	1	1	0	0	0	15	"HS5,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000008283	CYB561	protein_coding	chr17	61511929	61511935	61511929	61511935	-	5	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000108622	ICAM2	protein_coding	chr17	62079974	62079980	62079973	62080001	-	2	0	AGO1-4	0	0	1	1	0	0	0	8	HUVEC
MIMAT0018360	hsa-miR-3944-3p	ENSG00000141582	CBX4	protein_coding	chr17	77808947	77808953	77808947	77808953	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000161920	MED11	protein_coding	chr17	4636639	4636645	4636639	4636645	+	2	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000129250	KIF1C	protein_coding	chr17	4927503	4927508	4927503	4927508	+	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"HEK293S,HS27a"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000180787	ZFP3	protein_coding	chr17	4997906	4997912	4997906	4997912	+	2	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000178921	PFAS	protein_coding	chr17	8172528	8172556	8172528	8172556	+	3	0	"AGO1,AGO2"	0	0	0	1	0	0	0	1	"HEK293,LCL-BACD3"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000072134	EPN2	protein_coding	chr17	19237867	19237873	19237867	19237873	+	2	0	AGO1-4	0	0	1	0	0	0	0	7	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000166750	SLFN5	protein_coding	chr17	33592415	33592421	33592415	33592421	+	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	5	"HS5,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000276023	DUSP14	protein_coding	chr17	35872994	35873000	35872994	35873000	+	2	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000131759	RARA	protein_coding	chr17	38487479	38487499	38487479	38487499	+	2	0	AGO1-4	0	1	0	0	0	0	0	5	BT474
MIMAT0018360	hsa-miR-3944-3p	ENSG00000161692	DBF4B	protein_coding	chr17	42827441	42827462	42827441	42827462	+	1	0	AGO1-4	0	1	0	0	0	0	0	0	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000011028	MRC2	protein_coding	chr17	60770179	60770185	60770179	60770185	+	1	0	AGO2	0	0	1	0	0	0	0	7	HeLa
MIMAT0018360	hsa-miR-3944-3p	ENSG00000180901	KCTD2	protein_coding	chr17	73061803	73061828	73061803	73061828	+	1	0	AGO2	0	1	0	0	0	0	0	3	HCT116
MIMAT0018360	hsa-miR-3944-3p	ENSG00000141627	DYM	protein_coding	chr18	46570528	46570534	46570528	46570534	-	1	0	AGO1-4	0	0	1	0	0	0	0	4	Liver
MIMAT0018360	hsa-miR-3944-3p	ENSG00000017797	RALBP1	protein_coding	chr18	9536528	9536534	9536528	9536534	+	1	0	AGO1-4	0	0	1	0	0	0	0	1	HUVEC
MIMAT0018360	hsa-miR-3944-3p	ENSG00000166377	ATP9B	protein_coding	chr18	77137976	77137982	77137976	77137982	+	5	0	"AGO1,AGO1-4,AGO2"	0	0	1	0	0	0	0	5	"HEK293,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000131196	NFATC1	protein_coding	chr18	77160366	77160386	77160366	77160386	+	1	0	AGO1-4	0	1	0	0	0	0	0	6	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000119559	C19orf25	protein_coding	chr19	1474585	1474591	1474585	1474591	-	1	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000161091	MFSD12	protein_coding	chr19	3538704	3538710	3538704	3538710	-	1	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000085872	CHERP	protein_coding	chr19	16629072	16629078	16629072	16629078	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000085872	CHERP	protein_coding	chr19	16629680	16629685	16629680	16629685	-	1	0	AGO2	0	0	1	0	0	0	0	3	HEK293
MIMAT0018360	hsa-miR-3944-3p	ENSG00000011600	TYROBP	protein_coding	chr19	36395464	36395492	36395464	36395492	-	1	0	AGO1-4	0	0	0	1	0	0	0	8	Liver
MIMAT0018360	hsa-miR-3944-3p	ENSG00000160392	C19orf47	protein_coding	chr19	40827230	40827235	40827230	40827235	-	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	0	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000160392	C19orf47	protein_coding	chr19	40827252	40827257	40827252	40827257	-	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	0	"HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000160392	C19orf47	protein_coding	chr19	40827651	40827656	40827651	40827656	-	2	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000105227	PRX	protein_coding	chr19	40900426	40900431	40900426	40900431	-	1	0	AGO1-4	0	0	1	0	0	0	0	6	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000105227	PRX	protein_coding	chr19	40902043	40902048	40902043	40902048	-	1	0	AGO1-4	0	0	1	0	0	0	0	6	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000105227	PRX	protein_coding	chr19	40902889	40902894	40902889	40902894	-	1	0	AGO1-4	0	0	1	0	0	0	0	6	HS5
MIMAT0018360	hsa-miR-3944-3p	ENSG00000105329	TGFB1	protein_coding	chr19	41858644	41858667	41858644	41858667	-	5	0	AGO1-4	0	1	0	0	0	0	0	9	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000099804	CDC34	protein_coding	chr19	541822	541828	541822	541828	+	2	0	AGO2	0	0	1	0	0	0	0	0	HCT116
MIMAT0018360	hsa-miR-3944-3p	ENSG00000115268	RPS15	protein_coding	chr19	1440346	1440352	1440346	1440352	+	11	0	"AGO1,AGO1-4,AGO2"	0	0	1	0	0	0	0	6	"BT474,EWS,Flp-In-T-REx-293"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000104880	ARHGEF18	protein_coding	chr19	7537161	7537167	7537161	7537167	+	2	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000268861	AC008878.3	protein_coding	chr19	7537161	7537167	7537161	7537167	+	2	0	AGO1-4	0	0	1	0	0	0	0	5	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000185236	RAB11B	protein_coding	chr19	8468858	8468864	8468858	8468864	+	1	0	AGO1-4	0	0	1	0	0	0	0	8	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000243207	PPAN-P2RY11	protein_coding	chr19	10224698	10224703	10224698	10224703	+	4	0	"AGO1,AGO2"	0	0	1	0	0	0	0	3	"Flp-In-T-REx-293,HEK293S"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000244165	P2RY11	protein_coding	chr19	10224698	10224703	10224698	10224703	+	4	0	"AGO1,AGO2"	0	0	1	0	0	0	0	1	"Flp-In-T-REx-293,HEK293S"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000243207	PPAN-P2RY11	protein_coding	chr19	10224841	10224846	10224841	10224846	+	2	0	AGO2	0	0	1	0	0	0	0	3	HEK293S
MIMAT0018360	hsa-miR-3944-3p	ENSG00000244165	P2RY11	protein_coding	chr19	10224841	10224846	10224841	10224846	+	2	0	AGO2	0	0	1	0	0	0	0	1	HEK293S
MIMAT0018360	hsa-miR-3944-3p	ENSG00000243207	PPAN-P2RY11	protein_coding	chr19	10225134	10225139	10225134	10225139	+	2	0	AGO2	0	0	1	0	0	0	0	3	HEK293S
MIMAT0018360	hsa-miR-3944-3p	ENSG00000244165	P2RY11	protein_coding	chr19	10225134	10225139	10225134	10225139	+	2	0	AGO2	0	0	1	0	0	0	0	1	HEK293S
MIMAT0018360	hsa-miR-3944-3p	ENSG00000126254	RBM42	protein_coding	chr19	36124764	36124786	36124764	36124786	+	1	0	AGO1	0	1	0	0	0	0	0	2	HEK293
MIMAT0018360	hsa-miR-3944-3p	ENSG00000167595	PROSER3	protein_coding	chr19	36258796	36258802	36258796	36258802	+	2	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	0	"HeLa,Liver"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000063322	MED29	protein_coding	chr19	39889936	39889942	39889936	39889942	+	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000104946	TBC1D17	protein_coding	chr19	50391917	50391923	50391917	50391923	+	14	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	4	"BT474,HeLa"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000161671	EMC10	protein_coding	chr19	50985790	50985796	50985790	50985796	+	8	0	"AGO1,AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"Flp-In-T-REx-293,HeLa,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000161671	EMC10	protein_coding	chr19	50986086	50986091	50986086	50986091	+	3	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"HEK293S,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000151779	NBAS	protein_coding	chr2	15601330	15601352	15601330	15601352	-	1	0	AGO1-4	0	1	0	0	0	0	0	5	Liver
MIMAT0018360	hsa-miR-3944-3p	ENSG00000138061	CYP1B1	protein_coding	chr2	38302509	38302531	38302509	38302531	-	2	0	AGO1-4	0	1	0	0	0	0	0	8	HS27a
MIMAT0018360	hsa-miR-3944-3p	ENSG00000152518	ZFP36L2	protein_coding	chr2	43450025	43450030	43450025	43450030	-	17	0	"AGO1-4,AGO2"	0	0	1	0	0	0	0	3	"HEK293,MCF7"
MIMAT0018360	hsa-miR-3944-3p	ENSG00000152518	ZFP36L2	protein_coding	chr2	43451325	43451331	43451325	43451331	-	6	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018360	hsa-miR-3944-3p	ENSG00000138078	PREPL	protein_coding	chr2	44547554	44547559	44547554	44547559	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
