#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0018926	hsa-miR-378d	ENSG00000000938	FGR	protein_coding	chr1	27939040	27939046	27939040	27939046	-	1	0	AGO2	0	0	1	0	0	0	0	1	EF3D-AGO2
MIMAT0018926	hsa-miR-378d	ENSG00000126709	IFI6	protein_coding	chr1	27992761	27992779	27992761	27992779	-	3	0	AGO1-4	0	1	0	0	0	0	0	5	TrHBMEC
MIMAT0018926	hsa-miR-378d	ENSG00000158161	EYA3	protein_coding	chr1	28337530	28337549	28337530	28337549	-	1	0	AGO2	0	1	0	0	0	0	0	7	EF3D-AGO2
MIMAT0018926	hsa-miR-378d	ENSG00000162517	PEF1	protein_coding	chr1	32095505	32095511	32095504	32095532	-	14	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	1	2	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000162517	PEF1	protein_coding	chr1	32095902	32095907	32095901	32095929	-	3	0	AGO1-4,AGO2	0	0	1	1	0	0	0	2	Huh7.5,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000188786	MTF1	protein_coding	chr1	38287957	38287978	38287957	38287978	-	3	0	AGO1,AGO2	0	1	0	0	0	0	0	4	DG75-BCBL-1,HEK293
MIMAT0018926	hsa-miR-378d	ENSG00000127124	HIVEP3	protein_coding	chr1	41976012	41976017	41976012	41976017	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000127124	HIVEP3	protein_coding	chr1	41976081	41976086	41976081	41976086	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	BT474,EWS
MIMAT0018926	hsa-miR-378d	ENSG00000117394	SLC2A1	protein_coding	chr1	43392565	43392571	43392565	43392571	-	1	0	AGO2	0	0	0	0	0	1	0	7	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000117461	PIK3R3	protein_coding	chr1	46507803	46507824	46507803	46507824	-	5	0	AGO1-4,AGO2	0	1	0	0	0	0	0	1	BC-1,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000116133	DHCR24	protein_coding	chr1	55317691	55317697	55317691	55317697	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000172380	GNG12	protein_coding	chr1	68167354	68167359	68167354	68167359	-	5	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	4	HEK293,HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000172380	GNG12	protein_coding	chr1	68168422	68168427	68168422	68168427	-	6	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000118454	ANKRD13C	protein_coding	chr1	70727339	70727345	70727339	70727345	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	Huh7.5,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000153904	DDAH1	protein_coding	chr1	85786123	85786129	85786123	85786129	-	1	0	AGO1-4	0	0	1	0	0	0	0	7	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000153904	DDAH1	protein_coding	chr1	85786709	85786714	85786709	85786714	-	9	0	AGO1-4,AGO2	0	0	1	0	0	0	0	7	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000183291	SELENOF	protein_coding	chr1	87328859	87328864	87328859	87328864	-	2	0	AGO1-4	0	0	1	0	0	0	0	5	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000156869	FRRS1	protein_coding	chr1	100174436	100174442	100174436	100174442	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143106	PSMA5	protein_coding	chr1	109941916	109941922	109941915	109941943	-	3	0	AGO1,AGO2	0	0	1	1	0	0	0	3	HEK293
MIMAT0018926	hsa-miR-378d	ENSG00000134262	AP4B1	protein_coding	chr1	114437603	114437609	114437602	114437609	-	1	0	AGO2	0	0	1	0	0	0	1	4	Huh7.5
MIMAT0018926	hsa-miR-378d	ENSG00000270276	HIST2H4B	protein_coding	chr1	149830915	149830921	149830915	149830921	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000264522	OTUD7B	protein_coding	chr1	149914134	149914140	149914134	149914140	-	2	0	AGO1-4	0	0	0	0	0	1	0	7	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143401	ANP32E	protein_coding	chr1	150192319	150192325	150192319	150192325	-	4	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	8	HEK293,HEK293S,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143420	ENSA	protein_coding	chr1	150597899	150597905	150597899	150597905	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	5	EWS,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143457	GOLPH3L	protein_coding	chr1	150619341	150619347	150619340	150619368	-	1	0	AGO1-4	0	0	1	1	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143457	GOLPH3L	protein_coding	chr1	150667214	150667242	150667214	150667242	-	2	0	AGO1-4	0	0	0	1	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143393	PI4KB	protein_coding	chr1	151266195	151266200	151266195	151266200	-	2	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143393	PI4KB	protein_coding	chr1	151266302	151266308	151266302	151266308	-	2	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143545	RAB13	protein_coding	chr1	153958770	153958792	153958770	153958792	-	5	0	AGO1-4	0	1	0	0	0	0	0	10	BT474
MIMAT0018926	hsa-miR-378d	ENSG00000160710	ADAR	protein_coding	chr1	154554631	154554637	154554630	154554658	-	19	0	AGO1-4,AGO2	0	0	1	1	0	0	0	5	BT474,HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000160710	ADAR	protein_coding	chr1	154554886	154554891	154554885	154554913	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	5	DG75-BCBL-1,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000160710	ADAR	protein_coding	chr1	154555720	154555726	154555719	154555747	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	5	DG75-BCBL-1,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143622	RIT1	protein_coding	chr1	155870123	155870129	155870122	155870150	-	18	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	0	0	1	7	BT474,HEK293,HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000116604	MEF2D	protein_coding	chr1	156436109	156436115	156436109	156436115	-	11	0	AGO1-4,AGO2	0	0	1	0	0	0	1	5	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158796	DEDD	protein_coding	chr1	161090863	161090868	161090862	161090890	-	2	0	AGO1-4	0	0	1	1	0	1	0	11	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158796	DEDD	protein_coding	chr1	161090910	161090916	161090909	161090937	-	2	0	AGO1-4	0	1	1	1	0	0	0	11	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000135870	RC3H1	protein_coding	chr1	173904347	173904353	173904346	173904374	-	1	0	AGO1-4	0	0	1	1	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000135823	STX6	protein_coding	chr1	180945452	180945470	180945452	180945470	-	2	0	AGO1-4	0	1	0	0	0	0	0	9	Liver
MIMAT0018926	hsa-miR-378d	ENSG00000047410	TPR	protein_coding	chr1	186306228	186306245	186306228	186306245	-	5	0	AGO1-4,AGO2	0	1	0	0	0	0	0	6	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000066279	ASPM	protein_coding	chr1	197108925	197108953	197108925	197108953	-	2	1	AGO1-4	0	0	0	1	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000066279	ASPM	protein_coding	chr1	197112276	197112304	197112276	197112304	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000066279	ASPM	protein_coding	chr1	197112426	197112454	197112426	197112454	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000117153	KLHL12	protein_coding	chr1	202861621	202861627	202861621	202861627	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	6	Huh7.5,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000174567	GOLT1A	protein_coding	chr1	204167461	204167466	204167460	204167488	-	1	0	AGO1-4	0	0	1	1	0	1	1	5	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000163545	NUAK2	protein_coding	chr1	205271495	205271501	205271495	205271501	-	10	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158711	ELK4	protein_coding	chr1	205578475	205578481	205578474	205578502	-	3	0	AGO1-4	0	0	1	1	0	0	0	5	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158711	ELK4	protein_coding	chr1	205581690	205581695	205581689	205581717	-	3	0	AGO1-4	0	0	1	1	0	0	0	5	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158711	ELK4	protein_coding	chr1	205581848	205581853	205581847	205581875	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	5	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158711	ELK4	protein_coding	chr1	205584021	205584026	205584020	205584048	-	5	0	AGO1-4,AGO2	0	0	1	1	0	1	0	5	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000158711	ELK4	protein_coding	chr1	205588116	205588144	205588116	205588144	-	2	0	AGO2	0	0	0	1	0	0	0	5	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000152104	PTPN14	protein_coding	chr1	214529347	214529368	214529347	214529368	-	1	0	AGO1-4	0	1	0	0	0	0	0	6	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000152104	PTPN14	protein_coding	chr1	214542820	214542848	214542820	214542848	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6	HS27a,HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000152104	PTPN14	protein_coding	chr1	214560223	214560251	214560223	214560251	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000186063	AIDA	protein_coding	chr1	222843068	222843074	222843068	222843074	-	2	0	AGO1-4	0	0	1	0	0	0	0	8	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000162923	WDR26	protein_coding	chr1	224592196	224592203	224592196	224592203	-	4	0	AGO1-4	0	0	0	0	0	0	1	8	BT474
MIMAT0018926	hsa-miR-378d	ENSG00000154380	ENAH	protein_coding	chr1	225684795	225684800	225684795	225684800	-	5	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	10	HEK293,HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143776	CDC42BPA	protein_coding	chr1	227178094	227178100	227178093	227178111	-	2	0	AGO1-4,AGO2	0	1	1	0	0	0	1	7	Huh7.5,marrow-stromal-cells
MIMAT0018926	hsa-miR-378d	ENSG00000143776	CDC42BPA	protein_coding	chr1	227178866	227178871	227178866	227178871	-	2	0	AGO1-4	0	0	1	0	0	0	0	7	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000081692	JMJD4	protein_coding	chr1	227919160	227919166	227919160	227919166	-	1	0	AGO1-4	0	0	1	0	0	0	0	10	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000081692	JMJD4	protein_coding	chr1	227919319	227919324	227919319	227919324	-	1	0	AGO2	0	0	1	0	0	0	0	10	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000153207	AHCTF1	protein_coding	chr1	247003935	247003941	247003935	247003941	-	3	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000196418	ZNF124	protein_coding	chr1	247286427	247286455	247286427	247286455	-	1	0	AGO2	0	0	0	1	0	0	0	4	Huh7.5
MIMAT0018926	hsa-miR-378d	ENSG00000196418	ZNF124	protein_coding	chr1	247301916	247301922	247301916	247301922	-	1	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000176022	B3GALT6	protein_coding	chr1	1168826	1168831	1168826	1168831	+	1	0	AGO1-4	0	0	1	0	0	0	0	10	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000176022	B3GALT6	protein_coding	chr1	1169026	1169031	1169026	1169031	+	1	0	AGO1-4	0	0	1	0	0	0	0	10	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000176022	B3GALT6	protein_coding	chr1	1169646	1169651	1169646	1169651	+	1	0	AGO2	0	0	1	0	0	0	0	10	HEK293
MIMAT0018926	hsa-miR-378d	ENSG00000162572	SCNN1D	protein_coding	chr1	1226815	1226833	1226815	1226833	+	1	0	AGO1-4	0	1	0	0	0	0	0	6	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000157870	FAM213B	protein_coding	chr1	2521645	2521651	2521645	2521651	+	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	BT474,HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000157870	FAM213B	protein_coding	chr1	2522227	2522232	2522227	2522232	+	1	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000069424	KCNAB2	protein_coding	chr1	6160208	6160213	6160208	6160213	+	2	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000041988	THAP3	protein_coding	chr1	6693388	6693394	6693388	6693394	+	1	0	AGO2	0	0	1	0	0	0	0	6	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000049239	H6PD	protein_coding	chr1	9328459	9328465	9328459	9328465	+	1	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000049239	H6PD	protein_coding	chr1	9329654	9329660	9329654	9329660	+	11	0	AGO1-4	0	0	1	0	0	0	0	4	HS27a
MIMAT0018926	hsa-miR-378d	ENSG00000173614	NMNAT1	protein_coding	chr1	10045093	10045099	10045093	10045099	+	1	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000197312	DDI2	protein_coding	chr1	15986637	15986643	15986637	15986643	+	1	0	AGO1-4	0	0	0	0	0	0	1	2	HS27a
MIMAT0018926	hsa-miR-378d	ENSG00000215695	RSC1A1	protein_coding	chr1	15986637	15986643	15986637	15986643	+	1	0	AGO1-4	0	0	0	0	0	0	1	0	HS27a
MIMAT0018926	hsa-miR-378d	ENSG00000158825	CDA	protein_coding	chr1	20945298	20945304	20945277	20945305	+	1	0	AGO2	0	0	1	1	0	0	0	7	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000175087	PDIK1L	protein_coding	chr1	26449325	26449353	26449325	26449353	+	1	0	AGO1	0	0	0	1	0	0	0	3	HEK293
MIMAT0018926	hsa-miR-378d	ENSG00000117713	ARID1A	protein_coding	chr1	27105631	27105659	27105631	27105659	+	1	0	AGO2	0	0	0	1	0	0	0	6	EWS
MIMAT0018926	hsa-miR-378d	ENSG00000117713	ARID1A	protein_coding	chr1	27107340	27107368	27107340	27107368	+	23	1	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	6	BT474,HEK293,HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000117751	PPP1R8	protein_coding	chr1	28177337	28177342	28177337	28177342	+	1	0	AGO1-4	0	0	1	0	0	0	0	6	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000162419	GMEB1	protein_coding	chr1	29040741	29040758	29040741	29040758	+	3	0	AGO1-4,AGO2	0	1	0	0	0	0	0	6	Huh7.5,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000025800	KPNA6	protein_coding	chr1	32638934	32638939	32638912	32638940	+	8	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	5	HEK293,HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000025800	KPNA6	protein_coding	chr1	32640530	32640535	32640508	32640536	+	3	1	AGO1-4	0	0	1	1	0	1	0	5	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000025800	KPNA6	protein_coding	chr1	32642052	32642057	32642030	32642058	+	7	1	AGO1,AGO1-4,AGO2	0	0	1	1	0	1	1	5	HEK293,HEK293S,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000162522	KIAA1522	protein_coding	chr1	33238868	33238874	33238847	33238875	+	23	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	1	7	BT474,HEK293,hESCs
MIMAT0018926	hsa-miR-378d	ENSG00000162522	KIAA1522	protein_coding	chr1	33239017	33239023	33238996	33239024	+	2	0	AGO1-4	0	0	1	1	0	0	0	7	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000092847	AGO1	protein_coding	chr1	36386628	36386633	36386606	36386634	+	1	0	AGO1-4	0	0	1	1	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000092847	AGO1	protein_coding	chr1	36387639	36387667	36387639	36387667	+	3	0	AGO2	0	0	0	1	0	0	0	3	HEK293S
MIMAT0018926	hsa-miR-378d	ENSG00000092847	AGO1	protein_coding	chr1	36389537	36389565	36389537	36389565	+	2	0	AGO2	0	0	0	1	0	0	0	3	HEK293S
MIMAT0018926	hsa-miR-378d	ENSG00000092847	AGO1	protein_coding	chr1	36389662	36389668	36389641	36389669	+	5	0	AGO1-4,AGO2	0	0	1	1	0	1	1	3	HEK293S,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000092847	AGO1	protein_coding	chr1	36389769	36389774	36389747	36389775	+	7	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	DG75-BCBL-1,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000164002	EXO5	protein_coding	chr1	40981483	40981489	40981483	40981489	+	2	1	AGO1-4,AGO2	0	0	1	0	0	0	0	3	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000164002	EXO5	protein_coding	chr1	40981703	40981708	40981703	40981708	+	1	0	AGO2	0	0	1	0	0	0	0	3	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000162374	ELAVL4	protein_coding	chr1	50661350	50661378	50661350	50661378	+	1	0	AGO2	0	0	0	1	0	0	0	2	motor-cortex
MIMAT0018926	hsa-miR-378d	ENSG00000162599	NFIA	protein_coding	chr1	61922285	61922290	61922285	61922291	+	4	0	AGO2	0	0	1	0	0	1	0	3	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000198160	MIER1	protein_coding	chr1	67450485	67450513	67450485	67450513	+	3	0	AGO2	0	0	0	1	0	0	0	3	HEK293S
MIMAT0018926	hsa-miR-378d	ENSG00000170989	S1PR1	protein_coding	chr1	101706855	101706861	101706855	101706861	+	1	0	AGO2	0	0	1	0	0	0	0	3	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000168765	GSTM4	protein_coding	chr1	110203815	110203821	110203815	110203821	+	1	0	AGO2	0	0	0	0	0	0	1	1	Huh7.5
MIMAT0018926	hsa-miR-378d	ENSG00000173218	VANGL1	protein_coding	chr1	116234326	116234331	116234304	116234332	+	17	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	0	0	0	3	HEK293,HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000173218	VANGL1	protein_coding	chr1	116234449	116234454	116234427	116234455	+	7	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000173218	VANGL1	protein_coding	chr1	116235070	116235075	116235048	116235076	+	9	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3	HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000173218	VANGL1	protein_coding	chr1	116235240	116235245	116235218	116235246	+	1	0	AGO1-4	0	0	1	1	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000173218	VANGL1	protein_coding	chr1	116236063	116236069	116236042	116236070	+	3	0	AGO1-4,AGO2	0	1	1	1	0	0	1	3	HEK293,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000183508	FAM46C	protein_coding	chr1	118165857	118165885	118165857	118165885	+	2	0	AGO1-4	0	0	0	1	0	0	0	4	Liver
MIMAT0018926	hsa-miR-378d	ENSG00000183508	FAM46C	protein_coding	chr1	118167593	118167599	118167572	118167600	+	4	0	AGO1-4	0	0	1	1	0	0	0	4	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000183508	FAM46C	protein_coding	chr1	118169297	118169303	118169276	118169304	+	1	0	AGO1-4	0	0	1	1	0	0	0	4	BC-3
MIMAT0018926	hsa-miR-378d	ENSG00000183508	FAM46C	protein_coding	chr1	118169819	118169824	118169797	118169825	+	1	0	AGO1-4	0	0	1	1	0	0	0	4	BCBL-1
MIMAT0018926	hsa-miR-378d	ENSG00000264343	NOTCH2NL	protein_coding	chr1	145291044	145291050	145291044	145291050	+	1	0	AGO2	0	0	1	0	0	0	0	7	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000265241	RBM8A	protein_coding	chr1	145510536	145510541	145510536	145510541	+	1	0	AGO1	0	0	1	0	0	0	0	11	Flp-In-T-REx-293
MIMAT0018926	hsa-miR-378d	ENSG00000270882	HIST2H4A	protein_coding	chr1	149806025	149806031	149806025	149806031	+	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143379	SETDB1	protein_coding	chr1	150935453	150935470	150935453	150935470	+	2	0	AGO1-4	0	1	0	0	0	0	0	6	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000132676	DAP3	protein_coding	chr1	155697420	155697442	155697420	155697442	+	8	0	AGO1,AGO1-4,AGO2,AGO3	0	1	0	0	0	0	0	7	Flp-In-T-REx-293,HEK293,HeLa,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000026751	SLAMF7	protein_coding	chr1	160723416	160723422	160723403	160723423	+	1	0	AGO1-4	0	1	1	0	0	0	0	0	BCBL-1
MIMAT0018926	hsa-miR-378d	ENSG00000118217	ATF6	protein_coding	chr1	161933588	161933594	161933567	161933595	+	3	0	AGO1-4,AGO2	0	0	1	1	0	0	0	9	DG75-BCBL-1,MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000239887	C1orf226	protein_coding	chr1	162355777	162355782	162355777	162355782	+	1	0	AGO2	0	0	1	0	0	0	0	6	HeLa
MIMAT0018926	hsa-miR-378d	ENSG00000239887	C1orf226	protein_coding	chr1	162356148	162356154	162356148	162356154	+	1	0	AGO1-4	0	0	1	0	0	0	0	6	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143179	UCK2	protein_coding	chr1	165877524	165877529	165877524	165877529	+	2	0	AGO1-4	0	0	1	0	0	0	0	8	MCF7
MIMAT0018926	hsa-miR-378d	ENSG00000143190	POU2F1	protein_coding	chr1	167387020	167387025	167386998	167387026	+	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	7	BC-1,MCF7
