#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0005919	hsa-miR-548o-3p	ENSG00000116704	SLC35D1	protein_coding	chr1	67469025	67469030	67469024	67469052	-	1	0	AGO2	0	0	1	1	0	0	0	2	Huh7.5
MIMAT0005919	hsa-miR-548o-3p	ENSG00000116704	SLC35D1	protein_coding	chr1	67469733	67469738	67469732	67469760	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	2	HeLa,Liver
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67873598	67873626	67873598	67873626	-	1	0	AGO2	0	0	0	1	0	0	0	0	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67875677	67875705	67875677	67875705	-	1	0	AGO1-4	0	0	0	1	0	0	0	0	MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67877222	67877227	67877221	67877249	-	14	0	AGO1-4,AGO2	1	0	0	1	0	0	0	0	BT474,motor-cortex
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67878688	67878693	67878687	67878715	-	12	1	AGO1,AGO1-4,AGO2	1	0	0	1	0	1	0	0	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000172380	GNG12	protein_coding	chr1	68167181	68167186	68167181	68167186	-	1	0	AGO2	1	0	0	0	0	0	0	7	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000172380	GNG12	protein_coding	chr1	68168972	68168977	68168972	68168977	-	1	0	AGO2	1	0	0	0	0	0	0	7	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000116729	WLS	protein_coding	chr1	68591359	68591364	68591359	68591364	-	1	0	AGO2	1	0	0	0	0	0	0	8	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000024526	DEPDC1	protein_coding	chr1	68940794	68940800	68940794	68940800	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	1	HeLa,MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000024526	DEPDC1	protein_coding	chr1	68941009	68941014	68941009	68941014	-	1	0	AGO1-4	1	0	1	0	0	0	0	1	MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000024526	DEPDC1	protein_coding	chr1	68942049	68942054	68942049	68942054	-	3	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1	HEK293,MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000066557	LRRC40	protein_coding	chr1	70611210	70611215	70611210	70611215	-	2	0	AGO2	1	0	0	0	0	0	0	1	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000050628	PTGER3	protein_coding	chr1	71477991	71478019	71477991	71478019	-	3	0	AGO2	0	0	0	1	0	0	0	6	EWS
MIMAT0005919	hsa-miR-548o-3p	ENSG00000172260	NEGR1	protein_coding	chr1	71872464	71872469	71872464	71872469	-	1	0	AGO2	1	0	0	0	0	0	0	5	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142892	PIGK	protein_coding	chr1	77554785	77554790	77554784	77554812	-	3	0	AGO2	1	0	1	1	0	0	0	4	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142892	PIGK	protein_coding	chr1	77555848	77555853	77555847	77555875	-	2	0	AGO1-4,AGO2	1	0	1	1	0	0	0	4	HeLa,MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000142892	PIGK	protein_coding	chr1	77557853	77557859	77557852	77557880	-	1	0	AGO2	1	0	1	1	0	0	0	4	HeLa
MIMAT0005919	hsa-miR-548o-3p	ENSG00000036549	AC118549.1	protein_coding	chr1	78030937	78030942	78030936	78030964	-	2	0	AGO1-4	1	0	0	1	0	1	0	2	MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000077254	USP33	protein_coding	chr1	78161746	78161751	78161745	78161773	-	2	0	AGO1-4	1	0	0	1	0	0	0	0	MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000077254	USP33	protein_coding	chr1	78162285	78162313	78162285	78162313	-	1	0	AGO2	0	0	0	1	0	0	0	0	Huh7.5
MIMAT0005919	hsa-miR-548o-3p	ENSG00000162613	FUBP1	protein_coding	chr1	78414118	78414123	78414118	78414123	-	15	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	LCL-BACD1,MCF7
MIMAT0005919	hsa-miR-548o-3p	ENSG00000137941	TTLL7	protein_coding	chr1	84335671	84335699	84335671	84335699	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6	HeLa,Liver
MIMAT0005919	hsa-miR-548o-3p	ENSG00000137941	TTLL7	protein_coding	chr1	84403547	84403575	84403547	84403575	-	1	0	AGO2	0	0	0	1	0	0	0	6	HeLa
