#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000066	hsa-let-7e-5p	ENSG00000244038	DDOST	protein_coding	chr1	20978757	20978762	20978757	20978762	-	38	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	0	0	0	0	5	BT474,Flp-In-T-REx-293,HEK293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000007968	E2F2	protein_coding	chr1	23835087	23835092	23835086	23835114	-	2	0	AGO2	1	0	1	1	0	0	0	10	HEK293S
MIMAT0000066	hsa-let-7e-5p	ENSG00000007968	E2F2	protein_coding	chr1	23835557	23835562	23835557	23835564	-	1	0	AGO2	1	0	1	0	0	0	0	10	EWS
MIMAT0000066	hsa-let-7e-5p	ENSG00000007968	E2F2	protein_coding	chr1	23836054	23836060	23836053	23836081	-	4	0	AGO1-4,AGO2	1	0	1	1	0	0	0	10	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000007968	E2F2	protein_coding	chr1	23836329	23836335	23836328	23836356	-	4	0	AGO1-4,AGO2	1	0	1	1	0	0	1	10	BT474,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000007968	E2F2	protein_coding	chr1	23842906	23842934	23842906	23842934	-	6	0	AGO1,AGO1-4	0	0	0	1	0	0	0	10	HEK293,MDA-MB-231
MIMAT0000066	hsa-let-7e-5p	ENSG00000117308	GALE	protein_coding	chr1	24122327	24122333	24122326	24122354	-	6	0	AGO1-4,AGO2	1	0	0	1	1	1	1	5	BT474,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000142677	IL22RA1	protein_coding	chr1	24446354	24446360	24446353	24446381	-	2	0	AGO2	1	0	1	1	1	0	0	9	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000158006	PAFAH2	protein_coding	chr1	26288030	26288037	26288029	26288050	-	5	0	AGO1-4,AGO2	1	0	0	0	1	0	0	7	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000198746	GPATCH3	protein_coding	chr1	27217346	27217351	27217345	27217351	-	5	0	AGO1-4,AGO2	1	0	0	0	0	1	1	3	LCL-BAC,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000158161	EYA3	protein_coding	chr1	28362060	28362088	28362060	28362088	-	13	0	AGO1,AGO1-4,AGO2,AGO4	0	0	0	1	0	0	0	2	HEK293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000158161	EYA3	protein_coding	chr1	28365367	28365395	28365367	28365395	-	8	0	AGO1-4,AGO2	0	0	0	1	0	0	0	2	LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000169403	PTAFR	protein_coding	chr1	28474355	28474383	28474355	28474383	-	1	1	AGO2	0	0	0	1	0	0	0	7	EF3D-AGO2
MIMAT0000066	hsa-let-7e-5p	ENSG00000169403	PTAFR	protein_coding	chr1	28476371	28476377	28476370	28476398	-	1	0	AGO1-4	1	0	1	1	1	1	1	7	Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000162512	SDC3	protein_coding	chr1	31349507	31349529	31349507	31349529	-	4	0	AGO1-4,AGO2	0	1	0	0	0	0	0	5	MCF7,motor-cortex
MIMAT0000066	hsa-let-7e-5p	ENSG00000160055	TMEM234	protein_coding	chr1	32682316	32682322	32682315	32682335	-	1	0	AGO2	1	0	1	0	1	0	1	5	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000175130	MARCKSL1	protein_coding	chr1	32799926	32799933	32799925	32799946	-	19	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	4	BT474,Flp-In-T-REx-293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000160058	BSDC1	protein_coding	chr1	32833001	32833007	32833000	32833023	-	2	0	AGO2	1	0	1	0	1	0	0	2	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000160058	BSDC1	protein_coding	chr1	32833293	32833299	32833292	32833314	-	1	0	AGO1-4	1	1	1	0	1	0	0	2	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000142687	KIAA0319L	protein_coding	chr1	35900434	35900441	35900434	35900441	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000126067	PSMB2	protein_coding	chr1	36068699	36068720	36068699	36068720	-	32	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	8	BT474,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000196182	STK40	protein_coding	chr1	36807091	36807097	36807090	36807111	-	14	0	AGO1-4,AGO2	1	0	0	0	1	1	1	4	LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000183431	SF3A3	protein_coding	chr1	38423575	38423580	38423574	38423595	-	5	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	1	HEK293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000214114	MYCBP	protein_coding	chr1	39329242	39329248	39329241	39329269	-	5	0	AGO1-4,AGO2	1	0	0	1	1	1	1	12	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000116990	MYCL	protein_coding	chr1	40362506	40362511	40362505	40362511	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	1	1	10	BT474,HEK293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000127124	HIVEP3	protein_coding	chr1	41978530	41978549	41978530	41978549	-	2	0	AGO1-4	0	1	0	0	0	0	0	4	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000159479	MED8	protein_coding	chr1	43850493	43850499	43850492	43850520	-	3	0	AGO1-4,AGO2	1	0	1	1	1	1	1	9	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000162415	ZSWIM5	protein_coding	chr1	45482670	45482676	45482669	45482697	-	2	1	AGO1-4	1	0	0	1	1	1	1	5	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000132128	LRRC41	protein_coding	chr1	46744521	46744536	46744521	46744536	-	2	0	AGO1-4,AGO2	0	0	0	0	1	0	0	2	HEK293,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000123472	ATPAF1	protein_coding	chr1	47099059	47099065	47099058	47099086	-	5	0	AGO1-4,AGO2	1	0	1	1	1	0	1	5	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000159658	EFCAB14	protein_coding	chr1	47142797	47142802	47142797	47142802	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000085832	EPS15	protein_coding	chr1	51821668	51821673	51821668	51821673	-	2	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000134744	ZCCHC11	protein_coding	chr1	52889526	52889547	52889526	52889547	-	5	0	AGO1-4,AGO2	0	0	0	0	1	0	0	0	HEK293S,HS27a
MIMAT0000066	hsa-let-7e-5p	ENSG00000058799	YIPF1	protein_coding	chr1	54317412	54317417	54317411	54317439	-	8	0	AGO1-4,AGO2	1	0	0	1	1	0	0	10	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000162396	PARS2	protein_coding	chr1	55222648	55222654	55222647	55222675	-	14	0	AGO1-4,AGO2	1	0	1	1	1	0	0	6	BT474,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000162402	USP24	protein_coding	chr1	55532167	55532173	55532166	55532194	-	9	0	AGO1-4,AGO2,AGO3	1	0	1	1	1	1	1	1	HEK293,LCL-BACD1,marrow-stromal-cells
MIMAT0000066	hsa-let-7e-5p	ENSG00000162402	USP24	protein_coding	chr1	55565446	55565474	55565446	55565474	-	1	1	AGO2	0	0	0	1	0	0	0	1	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000162402	USP24	protein_coding	chr1	55604357	55604385	55604357	55604385	-	13	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	1	HEK293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000142864	SERBP1	protein_coding	chr1	67875393	67875398	67875393	67875398	-	2	0	AGO1,AGO1-4	1	0	0	0	0	0	0	5	HEK293,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000172380	GNG12	protein_coding	chr1	68169269	68169274	68169269	68169274	-	1	0	AGO2	1	0	0	0	0	0	0	6	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000118454	ANKRD13C	protein_coding	chr1	70727736	70727741	70727736	70727741	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000077254	USP33	protein_coding	chr1	78162716	78162721	78162716	78162721	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	LCL-BACD1,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000137941	TTLL7	protein_coding	chr1	84331849	84331854	84331849	84331854	-	1	0	AGO1-4	0	0	1	0	0	0	0	4	HS27a
MIMAT0000066	hsa-let-7e-5p	ENSG00000174021	GNG5	protein_coding	chr1	84964096	84964102	84964095	84964123	-	47	3	AGO1,AGO1-4,AGO2,AGO3	1	0	1	1	1	1	1	6	BT474,Flp-In-T-REx-293,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000117155	SSX2IP	protein_coding	chr1	85112666	85112671	85112666	85112671	-	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000171502	COL24A1	protein_coding	chr1	86195737	86195758	86195737	86195758	-	1	0	AGO2	0	0	0	0	1	0	0	1	DG75-BCBL-1
MIMAT0000066	hsa-let-7e-5p	ENSG00000122417	ODF2L	protein_coding	chr1	86812565	86812571	86812565	86812571	-	1	0	AGO2	0	0	1	0	0	0	0	4	HEK293
MIMAT0000066	hsa-let-7e-5p	ENSG00000117228	GBP1	protein_coding	chr1	89518831	89518836	89518831	89518836	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	11	HeLa,marrow-stromal-cells
MIMAT0000066	hsa-let-7e-5p	ENSG00000122482	ZNF644	protein_coding	chr1	91380938	91380943	91380937	91380965	-	15	0	AGO1,AGO1-4,AGO2,AGO3	1	0	1	1	0	1	1	1	BT474,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000122482	ZNF644	protein_coding	chr1	91381632	91381638	91381631	91381659	-	14	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	1	1	1	Flp-In-T-REx-293,LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000122482	ZNF644	protein_coding	chr1	91383642	91383670	91383642	91383670	-	18	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	1	BT474,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000122482	ZNF644	protein_coding	chr1	91406320	91406348	91406320	91406348	-	14	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	1	HEK293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000069702	TGFBR3	protein_coding	chr1	92146296	92146302	92146295	92146315	-	35	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	0	1	0	HEK293,HeLa,Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000069702	TGFBR3	protein_coding	chr1	92147989	92147994	92147989	92147994	-	1	0	AGO2	1	0	1	0	0	0	0	0	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000174842	GLMN	protein_coding	chr1	92712111	92712139	92712111	92712139	-	27	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	1	0	0	0	6	BT474,HEK293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000174842	GLMN	protein_coding	chr1	92733471	92733499	92733471	92733499	-	1	0	AGO2	0	0	0	1	0	0	0	6	EWS
MIMAT0000066	hsa-let-7e-5p	ENSG00000162676	GFI1	protein_coding	chr1	92941424	92941431	92941424	92941431	-	1	0	AGO1-4	1	0	0	0	0	0	0	15	Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000117500	TMED5	protein_coding	chr1	93618244	93618250	93618243	93618264	-	53	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	1	1	6	BT474,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000067334	DNTTIP2	protein_coding	chr1	94334347	94334352	94334347	94334352	-	1	0	AGO1	0	0	1	0	0	0	0	7	HEK293
MIMAT0000066	hsa-let-7e-5p	ENSG00000067334	DNTTIP2	protein_coding	chr1	94334605	94334610	94334605	94334610	-	4	0	AGO1,AGO2	0	0	1	0	0	0	0	7	HEK293
MIMAT0000066	hsa-let-7e-5p	ENSG00000156876	SASS6	protein_coding	chr1	100549252	100549257	100549252	100549257	-	9	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1	LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000156876	SASS6	protein_coding	chr1	100550424	100550429	100550424	100550429	-	1	0	AGO2	1	0	1	0	0	0	0	1	Huh7.5
MIMAT0000066	hsa-let-7e-5p	ENSG00000137992	DBT	protein_coding	chr1	100676164	100676169	100676164	100676169	-	1	0	AGO2	0	0	1	0	0	0	0	4	HEK293
MIMAT0000066	hsa-let-7e-5p	ENSG00000134215	VAV3	protein_coding	chr1	108114399	108114404	108114398	108114426	-	5	0	AGO1-4,AGO2	1	0	0	1	0	1	1	3	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000085491	SLC25A24	protein_coding	chr1	108677913	108677919	108677912	108677940	-	16	1	AGO1-4,AGO2	1	0	1	1	1	1	1	3	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000162639	HENMT1	protein_coding	chr1	109191342	109191364	109191342	109191364	-	3	0	AGO1-4,AGO2	0	0	0	0	1	0	0	6	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000085433	WDR47	protein_coding	chr1	109513320	109513325	109513320	109513325	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000134243	SORT1	protein_coding	chr1	109856616	109856621	109856616	109856621	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	HeLa,Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000198758	EPS8L3	protein_coding	chr1	110292789	110292794	110292788	110292806	-	1	0	AGO2	1	0	0	0	1	0	0	7	Huh7.5
MIMAT0000066	hsa-let-7e-5p	ENSG00000168679	SLC16A4	protein_coding	chr1	110919694	110919722	110919694	110919722	-	2	0	AGO1-4	0	0	0	1	0	0	0	1	Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000007341	ST7L	protein_coding	chr1	113068552	113068572	113068552	113068572	-	1	0	AGO2	0	0	0	0	1	0	0	1	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000134242	PTPN22	protein_coding	chr1	114362035	114362041	114362034	114362057	-	1	0	AGO2	0	0	1	0	1	0	0	14	LCL-BACD1
MIMAT0000066	hsa-let-7e-5p	ENSG00000197323	TRIM33	protein_coding	chr1	114937075	114937080	114937074	114937080	-	10	0	AGO1-4,AGO2	1	0	0	0	0	1	0	1	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000175984	DENND2C	protein_coding	chr1	115168168	115168190	115168168	115168190	-	4	0	AGO1-4,AGO2	0	1	0	0	0	0	0	7	HEK293,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000213281	NRAS	protein_coding	chr1	115248118	115248123	115248117	115248145	-	15	0	AGO1-4,AGO2	0	0	1	1	0	1	1	4	LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000213281	NRAS	protein_coding	chr1	115250523	115250529	115250522	115250550	-	18	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	1	1	4	BT474,HEK293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000052723	SIKE1	protein_coding	chr1	115314128	115314133	115314128	115314133	-	6	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000134259	NGF	protein_coding	chr1	115828631	115828637	115828630	115828658	-	3	0	AGO1-4,AGO2	1	0	1	1	1	0	1	3	HS5,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000143061	IGSF3	protein_coding	chr1	117118758	117118764	117118757	117118778	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	4	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000196505	GDAP2	protein_coding	chr1	118412164	118412170	118412163	118412191	-	1	0	AGO2	1	0	1	1	0	0	1	3	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000196505	GDAP2	protein_coding	chr1	118412338	118412344	118412337	118412365	-	1	0	AGO2	1	0	1	1	0	0	0	3	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000116874	WARS2	protein_coding	chr1	119574344	119574350	119574343	119574371	-	3	0	AGO1-4,AGO2	1	0	1	1	1	0	1	7	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000116874	WARS2	protein_coding	chr1	119588230	119588258	119588230	119588258	-	5	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	7	HEK293,HeLa,Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000143067	ZNF697	protein_coding	chr1	120162846	120162851	120162846	120162851	-	3	0	AGO1-4,AGO2	1	0	1	0	0	0	0	2	LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143067	ZNF697	protein_coding	chr1	120163088	120163094	120163087	120163106	-	7	0	AGO1-4,AGO2	1	0	1	0	1	1	1	2	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000134250	NOTCH2	protein_coding	chr1	120454621	120454626	120454621	120454626	-	3	0	AGO1-4	1	0	0	0	0	0	0	4	Liver
MIMAT0000066	hsa-let-7e-5p	ENSG00000178104	PDE4DIP	protein_coding	chr1	144868095	144868117	144868095	144868117	-	6	2	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	2	Flp-In-T-REx-293,HEK293,HS5
MIMAT0000066	hsa-let-7e-5p	ENSG00000131791	PRKAB2	protein_coding	chr1	146627936	146627941	146627936	146627941	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	Huh7.5,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000131791	PRKAB2	protein_coding	chr1	146629570	146629576	146629570	146629576	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	1	4	DG75-BCBL-1,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000203836	NBPF24	protein_coding	chr1	147599537	147599557	147599537	147599557	-	9	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0	HEK293,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000203832	NBPF20	protein_coding	chr1	148347014	148347034	148347014	148347034	-	12	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0	BT474,HEK293
MIMAT0000066	hsa-let-7e-5p	ENSG00000143401	ANP32E	protein_coding	chr1	150192119	150192124	150192118	150192146	-	25	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	0	0	4	HEK293,LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143401	ANP32E	protein_coding	chr1	150202953	150202981	150202953	150202981	-	35	1	AGO1,AGO1-4,AGO2,AGO3,AGO4	0	0	0	1	0	0	0	4	BT474,HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000117362	APH1A	protein_coding	chr1	150238797	150238803	150238796	150238817	-	8	0	AGO1-4,AGO2	1	0	0	0	1	0	0	6	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143420	ENSA	protein_coding	chr1	150596990	150596997	150596990	150596997	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	EWS,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143418	CERS2	protein_coding	chr1	150938073	150938080	150938073	150938080	-	20	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	4	BT474,HEK293,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000197622	CDC42SE1	protein_coding	chr1	151023744	151023749	151023744	151023749	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	HEK293,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000197622	CDC42SE1	protein_coding	chr1	151025382	151025388	151025382	151025389	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	1	4	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000163155	LYSMD1	protein_coding	chr1	151132287	151132292	151132286	151132307	-	4	0	AGO1-4,AGO2	1	0	0	0	1	0	0	4	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143390	RFX5	protein_coding	chr1	151313670	151313676	151313669	151313690	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	9	HEK293,LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143442	POGZ	protein_coding	chr1	151376906	151376911	151376905	151376933	-	16	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	4	HEK293,LCL35,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143442	POGZ	protein_coding	chr1	151431756	151431768	151431750	151431775	-	7	0	AGO1,AGO2	0	2	0	0	0	0	0	4	HEK293,LCL35
MIMAT0000066	hsa-let-7e-5p	ENSG00000143365	RORC	protein_coding	chr1	151779536	151779541	151779535	151779563	-	1	0	AGO2	1	0	0	1	0	1	1	4	HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000159445	THEM4	protein_coding	chr1	151846104	151846109	151846104	151846109	-	3	0	AGO1-4,AGO2	1	0	1	0	0	0	0	2	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000159445	THEM4	protein_coding	chr1	151846580	151846585	151846579	151846607	-	4	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000188643	S100A16	protein_coding	chr1	153579830	153579835	153579830	153579835	-	9	0	AGO1-4	1	0	0	0	0	0	0	7	MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000143614	GATAD2B	protein_coding	chr1	153782383	153782388	153782383	153782388	-	2	0	AGO1,AGO2	1	0	0	0	0	0	0	2	EWS,Flp-In-T-REx-293
MIMAT0000066	hsa-let-7e-5p	ENSG00000160710	ADAR	protein_coding	chr1	154555954	154555959	154555954	154555959	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HEK293S,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000163348	PYGO2	protein_coding	chr1	154930297	154930302	154930296	154930324	-	9	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	1	1	3	HEK293,HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000160767	FAM189B	protein_coding	chr1	155217430	155217437	155217429	155217450	-	13	0	AGO1-4,AGO2	1	0	0	0	1	0	0	9	DG75-BCBL-1,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000116539	ASH1L	protein_coding	chr1	155306841	155306848	155306840	155306863	-	2	0	AGO1-4,AGO2	1	0	0	0	1	0	0	1	HeLa,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000116539	ASH1L	protein_coding	chr1	155448880	155448886	155448880	155448886	-	16	0	AGO1-4,AGO2	0	0	0	0	0	0	1	1	BT474,HeLa
MIMAT0000066	hsa-let-7e-5p	ENSG00000160803	UBQLN4	protein_coding	chr1	156006496	156006502	156006495	156006515	-	2	0	AGO1-4,AGO2	1	0	0	0	1	0	0	4	EWS,MCF7
MIMAT0000066	hsa-let-7e-5p	ENSG00000254726	MEX3A	protein_coding	chr1	156045877	156045882	156045877	156045882	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	Huh7.5,marrow-stromal-cells
