#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162408	NOL9	protein_coding	chr1	6585359	6585364	6585359	6585364	-	1	0	AGO2	1	0	0	0	0	0	0	1	HCT116
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162408	NOL9	protein_coding	chr1	6585503	6585509	6585503	6585509	-	1	0	AGO2	1	0	0	0	0	0	0	1	Huh7.5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6651387	6651394	6651387	6651394	-	1	0	AGO1-4	1	0	0	0	0	0	0	7	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162413	KLHL21	protein_coding	chr1	6652137	6652142	6652137	6652142	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	7	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000130940	CASZ1	protein_coding	chr1	10697890	10697895	10697890	10697895	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000198793	MTOR	protein_coding	chr1	11166774	11166780	11166774	11166780	-	1	0	AGO2	1	0	1	0	0	0	0	3	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116670	MAD2L2	protein_coding	chr1	11734544	11734550	11734544	11734550	-	1	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000177000	MTHFR	protein_coding	chr1	11848603	11848609	11848603	11848609	-	1	0	AGO1-4	1	0	1	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000173641	HSPB7	protein_coding	chr1	16341589	16341594	16341589	16341594	-	1	0	AGO2	1	0	0	0	0	0	0	1	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000142627	EPHA2	protein_coding	chr1	16451077	16451082	16451077	16451082	-	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000142627	EPHA2	protein_coding	chr1	16451346	16451351	16451346	16451351	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HCT116,HUVEC
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000179051	RCC2	protein_coding	chr1	17734784	17734789	17734784	17734789	-	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	7	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162545	CAMK2N1	protein_coding	chr1	20808925	20808930	20808924	20808930	-	10	0	AGO1-4,AGO2	1	0	0	0	0	1	1	1	BT474,HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162552	WNT4	protein_coding	chr1	22443940	22443945	22443940	22443945	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000169641	LUZP1	protein_coding	chr1	23411573	23411578	23411573	23411578	-	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	8	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000169641	LUZP1	protein_coding	chr1	23411779	23411784	23411778	23411784	-	2	0	AGO1-4,AGO2	1	0	0	0	0	0	1	8	HUVEC,HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000125945	ZNF436	protein_coding	chr1	23687978	23687984	23687977	23688005	-	2	0	AGO1-4,AGO2	1	0	1	1	0	0	1	5	HEK293,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000204219	TCEA3	protein_coding	chr1	23707704	23707709	23707704	23707709	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117308	GALE	protein_coding	chr1	24122279	24122285	24122279	24122285	-	1	0	AGO2	1	0	0	0	0	0	0	6	HCT116
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117305	HMGCL	protein_coding	chr1	24128729	24128736	24128729	24128736	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	Liver
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000020633	RUNX3	protein_coding	chr1	25227108	25227114	25227108	25227114	-	2	0	AGO2	1	0	0	0	0	0	0	2	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158246	FAM46B	protein_coding	chr1	27331617	27331622	27331617	27331622	-	1	0	AGO1-4	1	0	0	0	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158195	WASF2	protein_coding	chr1	27732417	27732423	27732417	27732423	-	5	0	AGO1-4	1	0	0	0	0	0	1	4	HS27a
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162512	SDC3	protein_coding	chr1	31343625	31343630	31343625	31343630	-	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160058	BSDC1	protein_coding	chr1	32831274	32831280	32831274	32831280	-	4	0	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160058	BSDC1	protein_coding	chr1	32831554	32831559	32831554	32831559	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	BT474,HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160058	BSDC1	protein_coding	chr1	32833406	32833411	32833406	32833411	-	1	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134684	YARS	protein_coding	chr1	33241026	33241031	33241026	33241031	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	8	HEK293S,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134684	YARS	protein_coding	chr1	33241365	33241371	33241365	33241371	-	2	0	AGO1-4	1	0	0	0	0	0	0	8	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000121900	TMEM54	protein_coding	chr1	33360308	33360313	33360308	33360313	-	2	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000004455	AK2	protein_coding	chr1	33476315	33476320	33476315	33476320	-	2	2	AGO1-4	1	0	1	0	0	0	0	7	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134686	PHC2	protein_coding	chr1	33789582	33789588	33789581	33789609	-	9	0	AGO1-4,AGO2	1	0	1	1	0	0	0	5	HEK293S,Jijoye
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134686	PHC2	protein_coding	chr1	33789836	33789842	33789835	33789863	-	8	0	AGO1-4,AGO2	1	0	1	1	0	0	0	5	HEK293S,HS5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134686	PHC2	protein_coding	chr1	33790134	33790139	33790133	33790161	-	8	0	AGO1-4,AGO2	1	0	1	1	0	0	0	5	HS27a,LCL-BACD1
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000142686	C1orf216	protein_coding	chr1	36180605	36180610	36180605	36180610	-	3	0	AGO1-4	1	0	0	0	0	0	0	0	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000196182	STK40	protein_coding	chr1	36805613	36805618	36805613	36805618	-	2	0	AGO2	1	0	0	0	0	0	0	2	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000196182	STK40	protein_coding	chr1	36805860	36805865	36805860	36805865	-	3	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000196182	STK40	protein_coding	chr1	36807284	36807289	36807284	36807289	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000188786	MTF1	protein_coding	chr1	38279887	38279893	38279887	38279893	-	1	0	AGO2	1	0	1	0	0	0	0	2	Huh7.5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000183386	FHL3	protein_coding	chr1	38462780	38462785	38462780	38462785	-	3	0	AGO1,AGO2	1	0	0	0	0	0	0	4	Flp-In-T-REx-293,HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117016	RIMS3	protein_coding	chr1	41087782	41087788	41087781	41087809	-	3	0	AGO1-4,AGO2	1	0	1	1	0	1	1	2	HEK293,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000010803	SCMH1	protein_coding	chr1	41493657	41493662	41493657	41493662	-	2	0	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000198815	FOXJ3	protein_coding	chr1	42643373	42643380	42643373	42643380	-	3	2	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117385	P3H1	protein_coding	chr1	43212160	43212167	43212160	43212167	-	2	0	AGO1-4	1	0	0	0	0	0	0	2	HS5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117394	SLC2A1	protein_coding	chr1	43392328	43392333	43392328	43392333	-	9	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	6	BT474,Flp-In-T-REx-293,HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000066322	ELOVL1	protein_coding	chr1	43829278	43829283	43829277	43829305	-	2	0	AGO1-4,AGO2	1	0	1	1	0	0	0	9	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000066322	ELOVL1	protein_coding	chr1	43829333	43829339	43829332	43829360	-	4	4	AGO1-4,AGO2	1	0	1	1	0	0	1	9	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000196517	SLC6A9	protein_coding	chr1	44462775	44462781	44462775	44462781	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	Huh7.5,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117419	ERI3	protein_coding	chr1	44686846	44686851	44686846	44686851	-	2	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117419	ERI3	protein_coding	chr1	44687059	44687065	44687059	44687065	-	4	0	AGO2	1	0	0	0	0	0	0	2	HEK293S
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162415	ZSWIM5	protein_coding	chr1	45482611	45482616	45482611	45482616	-	2	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117461	PIK3R3	protein_coding	chr1	46507189	46507194	46507189	46507194	-	2	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000159658	EFCAB14	protein_coding	chr1	47142555	47142561	47142555	47142562	-	6	0	AGO1-4,AGO2	1	0	1	0	0	0	0	7	HeLa,Jijoye
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000185104	FAF1	protein_coding	chr1	50907047	50907053	50907047	50907053	-	2	0	AGO1-4,AGO2	1	0	1	0	0	0	1	4	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000085832	EPS15	protein_coding	chr1	51820747	51820752	51820746	51820753	-	4	0	AGO1-4,AGO2	1	0	1	0	0	1	1	4	EF3D-AGO2,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000157193	LRP8	protein_coding	chr1	53711795	53711800	53711795	53711800	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000157193	LRP8	protein_coding	chr1	53722966	53722994	53722966	53722994	-	1	0	AGO1-4	0	0	0	1	0	0	0	6	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116133	DHCR24	protein_coding	chr1	55316158	55316165	55316158	55316165	-	1	0	AGO1-4	1	0	0	0	0	0	0	8	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67873798	67873804	67873798	67873804	-	1	0	AGO2	1	0	1	0	0	0	0	6	LCL-BACD3
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000172380	GNG12	protein_coding	chr1	68169863	68169869	68169863	68169869	-	2	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000172380	GNG12	protein_coding	chr1	68170282	68170287	68170282	68170287	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	HUVEC
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000172380	GNG12	protein_coding	chr1	68170353	68170358	68170353	68170358	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	TrHBMEC
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117155	SSX2IP	protein_coding	chr1	85111633	85111638	85111633	85111638	-	2	0	AGO1-4	1	0	0	0	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000137947	GTF2B	protein_coding	chr1	89318773	89318778	89318773	89318778	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92147564	92147569	92147564	92147569	-	1	0	AGO2	0	0	1	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92148058	92148064	92148058	92148064	-	1	0	AGO1-4	1	0	1	0	0	0	0	2	HS5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92149114	92149119	92149114	92149119	-	1	0	AGO2	1	0	1	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92149192	92149197	92149192	92149197	-	1	0	AGO2	1	0	1	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000067208	EVI5	protein_coding	chr1	92979152	92979157	92979152	92979157	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3	LCL35,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000154511	FAM69A	protein_coding	chr1	93308084	93308090	93308083	93308111	-	1	0	AGO2	0	0	1	1	0	1	1	5	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000060718	COL11A1	protein_coding	chr1	103343351	103343356	103343351	103343356	-	1	0	AGO1-4	1	0	0	0	0	0	0	7	marrow-stromal-cells
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134215	VAV3	protein_coding	chr1	108115087	108115093	108115086	108115093	-	2	0	AGO1-4,AGO2	1	0	1	0	0	0	1	6	HeLa,Liver
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134222	PSRC1	protein_coding	chr1	109822643	109822648	109822643	109822648	-	1	1	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134243	SORT1	protein_coding	chr1	109854646	109854651	109854646	109854651	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134243	SORT1	protein_coding	chr1	109854923	109854928	109854923	109854928	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162777	DENND2D	protein_coding	chr1	111730031	111730036	111730031	111730036	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	HS27a
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000007341	ST7L	protein_coding	chr1	113066511	113066516	113066511	113066516	-	1	0	AGO1-4	1	0	1	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000007341	ST7L	protein_coding	chr1	113066546	113066551	113066546	113066551	-	1	0	AGO1-4	1	0	1	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000155366	RHOC	protein_coding	chr1	113244078	113244085	113244078	113244085	-	11	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	BT474,HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143061	IGSF3	protein_coding	chr1	117119610	117119615	117119610	117119615	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5	MCF7,hESCs
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000196505	GDAP2	protein_coding	chr1	118412128	118412134	118412128	118412134	-	1	0	AGO2	1	0	1	0	0	0	0	4	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000134250	NOTCH2	protein_coding	chr1	120539733	120539753	120539733	120539753	-	4	0	AGO1-4	0	1	0	0	0	0	0	6	HS5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000131791	PRKAB2	protein_coding	chr1	146627852	146627857	146627851	146627879	-	15	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	1	0	0	0	5	HEK293,MCF7,hESCs
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000131791	PRKAB2	protein_coding	chr1	146630456	146630461	146630455	146630483	-	1	0	AGO2	1	0	0	1	0	0	0	5	HEK293
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000184678	HIST2H2BE	protein_coding	chr1	149856155	149856161	149856155	149856162	-	1	0	AGO1-4	1	0	1	0	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143384	MCL1	protein_coding	chr1	150547430	150547437	150547430	150547437	-	13	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	DG75-BCBL-1,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143420	ENSA	protein_coding	chr1	150595004	150595009	150595004	150595009	-	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143457	GOLPH3L	protein_coding	chr1	150619377	150619383	150619376	150619404	-	2	0	AGO1-4	1	0	1	1	0	0	0	4	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143387	CTSK	protein_coding	chr1	150768987	150768992	150768987	150768992	-	1	0	AGO1-4	1	0	0	0	0	0	0	3	marrow-stromal-cells
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143437	ARNT	protein_coding	chr1	150782766	150782771	150782766	150782771	-	4	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143418	CERS2	protein_coding	chr1	150936291	150936297	150936291	150936297	-	1	0	AGO1-4	0	0	1	0	0	0	0	9	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000197622	CDC42SE1	protein_coding	chr1	151024468	151024473	151024468	151024473	-	8	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6	HEK293,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143614	GATAD2B	protein_coding	chr1	153778956	153778961	153778956	153778961	-	4	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920285	153920290	153920284	153920312	-	3	0	AGO1-4,AGO2	1	0	0	1	0	0	0	3	EWS,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920663	153920691	153920663	153920691	-	2	0	AGO1-4	0	0	0	1	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920711	153920739	153920711	153920739	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3	HEK293S,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153921735	153921763	153921735	153921763	-	3	1	AGO1-4	0	0	0	1	0	0	0	3	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153924043	153924071	153924043	153924071	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3	Huh7.5,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143570	SLC39A1	protein_coding	chr1	153931672	153931677	153931671	153931677	-	9	2	AGO1-4,AGO2	1	0	0	0	0	1	0	8	DG75-BCBL-1,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143549	TPM3	protein_coding	chr1	154130023	154130030	154130023	154130030	-	12	0	AGO1-4,AGO2	1	0	0	0	0	0	0	10	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000163346	PBXIP1	protein_coding	chr1	154916591	154916597	154916591	154916597	-	1	0	AGO2	1	0	1	0	0	0	0	2	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160691	SHC1	protein_coding	chr1	154935275	154935280	154935275	154935280	-	4	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000177628	GBA	protein_coding	chr1	155204457	155204462	155204457	155204462	-	1	0	AGO1-4	1	0	0	0	0	0	0	8	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116539	ASH1L	protein_coding	chr1	155450459	155450466	155450459	155450466	-	3	0	AGO1-4,AGO2	0	0	0	0	0	0	1	2	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116584	ARHGEF2	protein_coding	chr1	155917244	155917249	155917244	155917249	-	2	0	AGO1-4	1	0	0	0	0	0	0	2	HS27a
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000160803	UBQLN4	protein_coding	chr1	156005497	156005502	156005497	156005502	-	2	0	AGO1-4	1	0	0	0	0	0	0	3	BT474
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000254726	MEX3A	protein_coding	chr1	156042431	156042436	156042431	156042436	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	HEK293S,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000198952	SMG5	protein_coding	chr1	156219294	156219299	156219294	156219299	-	5	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	2	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116604	MEF2D	protein_coding	chr1	156436634	156436640	156436634	156436640	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	Jijoye
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000116604	MEF2D	protein_coding	chr1	156436652	156436657	156436652	156436657	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2	Jijoye
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158710	TAGLN2	protein_coding	chr1	159887970	159887975	159887970	159887975	-	8	4	AGO1-4,AGO2	1	0	0	0	0	0	0	8	HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000162735	PEX19	protein_coding	chr1	160248793	160248799	160248793	160248799	-	2	0	AGO1-4,AGO2	1	0	1	0	0	0	0	7	MCF7,hESCs
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158769	F11R	protein_coding	chr1	160967568	160967573	160967568	160967573	-	2	0	AGO1-4	1	0	0	0	0	0	0	7	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143217	NECTIN4	protein_coding	chr1	161042286	161042291	161042286	161042291	-	1	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158850	B4GALT3	protein_coding	chr1	161141320	161141325	161141320	161141325	-	2	0	AGO1-4	1	0	0	0	0	0	0	4	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000158850	B4GALT3	protein_coding	chr1	161141398	161141403	161141398	161141403	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	4	Flp-In-T-REx-293,HeLa,MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143183	TMCO1	protein_coding	chr1	165694991	165694998	165694991	165694998	-	1	0	AGO2	0	0	0	0	0	0	1	7	HeLa
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000117479	SLC19A2	protein_coding	chr1	169434697	169434702	169434697	169434702	-	2	0	AGO1-4	1	0	0	0	0	0	0	5	MCF7
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000135870	RC3H1	protein_coding	chr1	173907554	173907559	173907554	173907559	-	1	0	AGO2	1	0	0	0	0	0	0	3	HEK293
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143322	ABL2	protein_coding	chr1	179070970	179070975	179070970	179070975	-	1	0	AGO2	1	0	0	0	0	0	0	3	Huh7.5
MIMAT0004605	hsa-miR-129-2-3p	ENSG00000143322	ABL2	protein_coding	chr1	179074164	179074169	179074164	179074171	-	2	0	AGO1-4	1	0	1	0	0	0	0	3	MCF7
