#please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162512	SDC3	protein_coding	chr1	31343625	31343630	31343625	31343630	-	1	0	AGO1-4	0	0	1	0	0	0	0	5	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000004455	AK2	protein_coding	chr1	33476315	33476320	33476315	33476320	-	2	2	AGO1-4	0	0	1	0	0	0	0	7	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000134686	PHC2	protein_coding	chr1	33789582	33789588	33789581	33789609	-	9	0	AGO1-4,AGO2	0	0	1	1	0	0	0	7	HEK293S,Jijoye
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000134686	PHC2	protein_coding	chr1	33789836	33789842	33789835	33789863	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	7	HEK293S,HS5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000134686	PHC2	protein_coding	chr1	33790134	33790139	33790133	33790161	-	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	7	HS27a,LCL-BACD1
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000188786	MTF1	protein_coding	chr1	38279887	38279893	38279887	38279893	-	1	0	AGO2	0	0	1	0	0	0	0	4	Huh7.5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000117016	RIMS3	protein_coding	chr1	41087782	41087788	41087781	41087809	-	3	0	AGO1-4,AGO2	0	0	1	1	0	1	1	4	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000066322	ELOVL1	protein_coding	chr1	43829278	43829283	43829277	43829305	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000066322	ELOVL1	protein_coding	chr1	43829333	43829339	43829332	43829360	-	4	4	AGO1-4,AGO2	0	0	1	1	0	0	1	6	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159658	EFCAB14	protein_coding	chr1	47142555	47142561	47142555	47142561	-	6	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4	HeLa,Jijoye
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000185104	FAF1	protein_coding	chr1	50907047	50907053	50907047	50907053	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	1	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000085832	EPS15	protein_coding	chr1	51820747	51820752	51820746	51820753	-	4	0	AGO1-4,AGO2	0	0	1	0	0	1	1	4	EF3D-AGO2,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000157193	LRP8	protein_coding	chr1	53722966	53722994	53722966	53722994	-	1	0	AGO1-4	0	0	0	1	0	0	0	4	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000142864	SERBP1	protein_coding	chr1	67873798	67873804	67873798	67873804	-	1	0	AGO2	0	0	1	0	0	0	0	9	LCL-BACD3
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92147564	92147569	92147564	92147569	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92148058	92148064	92148058	92148064	-	1	0	AGO1-4	0	0	1	0	0	0	0	4	HS5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92149114	92149119	92149114	92149119	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069702	TGFBR3	protein_coding	chr1	92149192	92149197	92149192	92149197	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000154511	FAM69A	protein_coding	chr1	93308084	93308090	93308083	93308111	-	1	0	AGO2	0	0	1	1	0	1	1	3	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000134215	VAV3	protein_coding	chr1	108115087	108115093	108115086	108115093	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	1	7	HeLa,Liver
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000007341	ST7L	protein_coding	chr1	113066511	113066516	113066511	113066516	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000007341	ST7L	protein_coding	chr1	113066546	113066551	113066546	113066551	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000196505	GDAP2	protein_coding	chr1	118412128	118412134	118412128	118412134	-	1	0	AGO2	0	0	1	0	0	0	0	4	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000131791	PRKAB2	protein_coding	chr1	146627851	146627879	146627851	146627879	-	15	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	1	0	0	0	2	HEK293,MCF7,hESCs
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000131791	PRKAB2	protein_coding	chr1	146630455	146630483	146630455	146630483	-	1	0	AGO2	0	0	0	1	0	0	0	2	HEK293
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000184678	HIST2H2BE	protein_coding	chr1	149856155	149856161	149856155	149856161	-	1	0	AGO1-4	0	0	1	0	0	0	0	1	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143457	GOLPH3L	protein_coding	chr1	150619377	150619383	150619376	150619404	-	2	0	AGO1-4	0	0	1	1	0	0	0	6	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143418	CERS2	protein_coding	chr1	150936291	150936297	150936291	150936297	-	1	0	AGO1-4	0	0	1	0	0	0	0	4	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920284	153920312	153920284	153920312	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	EWS,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920663	153920691	153920663	153920691	-	2	0	AGO1-4	0	0	0	1	0	0	0	4	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153920711	153920739	153920711	153920739	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	HEK293S,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153921735	153921763	153921735	153921763	-	3	1	AGO1-4	0	0	0	1	0	0	0	4	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000160741	CRTC2	protein_coding	chr1	153924043	153924071	153924043	153924071	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	Huh7.5,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143570	SLC39A1	protein_coding	chr1	153931671	153931677	153931671	153931677	-	9	2	AGO1-4,AGO2	0	0	0	0	0	1	0	9	DG75-BCBL-1,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000163346	PBXIP1	protein_coding	chr1	154916591	154916597	154916591	154916597	-	1	0	AGO2	0	0	1	0	0	0	0	2	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000116539	ASH1L	protein_coding	chr1	155450459	155450466	155450459	155450466	-	3	0	AGO1-4,AGO2	0	0	0	0	0	0	1	3	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162735	PEX19	protein_coding	chr1	160248793	160248799	160248793	160248799	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	MCF7,hESCs
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143183	TMCO1	protein_coding	chr1	165694991	165694998	165694991	165694998	-	1	0	AGO2	0	0	0	0	0	0	1	5	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143322	ABL2	protein_coding	chr1	179074164	179074169	179074164	179074169	-	2	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143322	ABL2	protein_coding	chr1	179074437	179074443	179074437	179074443	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	Huh7.5,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143322	ABL2	protein_coding	chr1	179076523	179076528	179076523	179076528	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	Huh7.5,marrow-stromal-cells
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000135823	STX6	protein_coding	chr1	180942620	180942625	180942619	180942647	-	1	0	AGO1-4	0	0	1	1	0	1	1	6	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000135823	STX6	protein_coding	chr1	180943200	180943205	180943199	180943227	-	3	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000135823	STX6	protein_coding	chr1	180943913	180943919	180943912	180943940	-	8	0	AGO1-4,AGO2	0	0	1	1	0	1	1	6	LCL35,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000135823	STX6	protein_coding	chr1	180944900	180944905	180944899	180944927	-	5	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000198756	COLGALT2	protein_coding	chr1	183906662	183906690	183906662	183906690	-	1	0	AGO2	0	0	0	1	0	0	0	4	EWS
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159176	CSRP1	protein_coding	chr1	201452720	201452725	201452719	201452747	-	12	3	AGO1-4,AGO2	0	0	1	1	0	1	0	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159176	CSRP1	protein_coding	chr1	201452783	201452789	201452782	201452810	-	7	1	AGO1-4,AGO2	0	0	1	1	0	0	0	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159176	CSRP1	protein_coding	chr1	201453008	201453013	201453007	201453035	-	5	2	AGO1-4,AGO2	0	0	1	1	0	0	0	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159176	CSRP1	protein_coding	chr1	201453653	201453659	201453652	201453680	-	5	0	AGO1-4,AGO2	0	0	1	1	0	0	0	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000159176	CSRP1	protein_coding	chr1	201453884	201453912	201453884	201453912	-	2	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4	EWS,HS27a
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000170382	LRRN2	protein_coding	chr1	204586573	204586578	204586572	204586579	-	1	0	AGO1-4	0	0	1	0	0	1	0	0	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069275	NUCKS1	protein_coding	chr1	205682332	205682338	205682331	205682359	-	7	0	AGO1-4,AGO2	0	0	1	1	0	1	1	4	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000069275	NUCKS1	protein_coding	chr1	205685366	205685371	205685365	205685393	-	12	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	4	Flp-In-T-REx-293,LCL35,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000117280	RAB29	protein_coding	chr1	205738192	205738212	205738192	205738212	-	1	1	AGO1-4	0	1	0	0	0	0	0	5	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000180667	YOD1	protein_coding	chr1	207220045	207220051	207220045	207220051	-	4	0	AGO1,AGO2	0	0	1	0	0	0	0	2	HEK293
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000092978	GPATCH2	protein_coding	chr1	217782976	217782982	217782975	217782982	-	5	0	AGO1-4,AGO2	0	0	1	0	0	0	1	8	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162923	WDR26	protein_coding	chr1	224574732	224574738	224574731	224574738	-	2	0	AGO1,AGO2	0	0	1	0	0	1	1	7	HEK293,HEK293T
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162923	WDR26	protein_coding	chr1	224575900	224575905	224575900	224575905	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	7	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143751	SDE2	protein_coding	chr1	226172774	226172779	226172774	226172779	-	8	0	AGO1,AGO2,AGO3	0	0	1	0	0	0	0	5	HEK293,HEK293T
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143751	SDE2	protein_coding	chr1	226172855	226172860	226172855	226172860	-	9	0	AGO1-4,AGO2	0	0	1	0	0	0	0	5	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143799	PARP1	protein_coding	chr1	226548431	226548437	226548430	226548458	-	7	0	AGO1,AGO2	0	0	1	1	0	1	1	5	HEK293,HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000143799	PARP1	protein_coding	chr1	226578177	226578205	226578177	226578205	-	3	1	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	5	HCT116,HEK293,HUVEC
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000119280	C1orf198	protein_coding	chr1	230973610	230973615	230973610	230973615	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	Huh7.5,Liver
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000119280	C1orf198	protein_coding	chr1	230973882	230973887	230973882	230973887	-	2	0	AGO1-4	0	0	1	0	0	0	0	2	marrow-stromal-cells
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000119280	C1orf198	protein_coding	chr1	230974657	230974663	230974657	230974663	-	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	HEK293,marrow-stromal-cells
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000119280	C1orf198	protein_coding	chr1	230974731	230974736	230974731	230974736	-	1	0	AGO1-4	0	0	1	0	0	0	0	2	marrow-stromal-cells
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000173726	TOMM20	protein_coding	chr1	235272665	235272671	235272664	235272692	-	6	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	1	5	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000173726	TOMM20	protein_coding	chr1	235273573	235273578	235273572	235273600	-	1	1	AGO1-4	0	0	1	1	0	0	0	5	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000173726	TOMM20	protein_coding	chr1	235273801	235273806	235273800	235273828	-	5	0	AGO1-4,AGO2	0	0	1	1	0	0	0	5	DG75-BCBL-1,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000119285	HEATR1	protein_coding	chr1	236712861	236712867	236712861	236712867	-	1	0	AGO2	0	0	1	0	0	0	0	6	DG75-BCBL-1
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000203668	CHML	protein_coding	chr1	241792583	241792589	241792582	241792610	-	1	0	AGO1-4	0	0	1	1	0	0	0	4	MDA-MB-231
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000203668	CHML	protein_coding	chr1	241796224	241796230	241796223	241796251	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	4	Huh7.5,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000153187	HNRNPU	protein_coding	chr1	245015069	245015075	245015068	245015096	-	3	0	AGO2	0	0	1	1	0	0	0	5	HEK293S
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000153187	HNRNPU	protein_coding	chr1	245017105	245017110	245017104	245017132	-	5	0	AGO1-4,AGO2	0	0	1	1	0	1	1	5	HEK293S,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000171621	SPSB1	protein_coding	chr1	9428534	9428540	9428534	9428540	+	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4	Huh7.5,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000177674	AGTRAP	protein_coding	chr1	11810717	11810737	11810717	11810737	+	7	0	AGO1-4,AGO2	0	1	0	0	0	0	0	7	Jijoye,LCL-BAC
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000116731	PRDM2	protein_coding	chr1	14150846	14150852	14150846	14150852	+	1	0	AGO2	0	0	0	0	0	1	0	2	HEK293
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000055070	SZRD1	protein_coding	chr1	16721854	16721859	16721832	16721860	+	11	0	AGO1-4,AGO2	0	0	1	1	0	1	1	9	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000055070	SZRD1	protein_coding	chr1	16722297	16722325	16722297	16722325	+	1	0	AGO2	0	0	0	1	0	0	0	9	DG75-BCBL-1
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000055070	SZRD1	protein_coding	chr1	16724375	16724381	16724353	16724381	+	3	1	AGO1,AGO1-4	0	0	0	1	0	1	0	9	HEK293,HS27a
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000055070	SZRD1	protein_coding	chr1	16724479	16724507	16724479	16724507	+	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	9	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000175793	SFN	protein_coding	chr1	27190562	27190568	27190562	27190568	+	1	0	AGO2	0	0	1	0	0	0	0	3	HCT116
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000180098	TRNAU1AP	protein_coding	chr1	28904956	28904962	28904956	28904962	+	1	0	AGO1-4	0	0	1	0	0	0	0	8	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000084652	TXLNA	protein_coding	chr1	32661234	32661239	32661234	32661239	+	3	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000084652	TXLNA	protein_coding	chr1	32662298	32662303	32662298	32662303	+	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000084652	TXLNA	protein_coding	chr1	32663550	32663555	32663550	32663555	+	5	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3	HEK293S,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000273274	ZBTB8B	protein_coding	chr1	32952576	32952582	32952555	32952583	+	1	0	AGO2	0	0	1	1	0	0	0	0	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000117000	RLF	protein_coding	chr1	40706460	40706466	40706460	40706466	+	9	1	AGO1-4,AGO2	0	0	0	0	0	1	0	6	DG75-BCBL-1,Jijoye
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000066135	KDM4A	protein_coding	chr1	44170581	44170587	44170581	44170587	+	3	0	AGO2	0	0	1	0	0	0	0	6	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000066135	KDM4A	protein_coding	chr1	44171044	44171049	44171044	44171050	+	5	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	1	0	6	HEK293,HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000132768	DPH2	protein_coding	chr1	44438434	44438440	44438434	44438440	+	1	0	AGO2	0	0	1	0	0	0	0	5	HeLa
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000085999	RAD54L	protein_coding	chr1	46744062	46744068	46744062	46744068	+	2	0	AGO2	0	0	1	0	0	0	0	8	HEK293S
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162599	NFIA	protein_coding	chr1	61923407	61923413	61923407	61923413	+	5	0	AGO1-4,AGO2	0	0	0	0	0	1	1	6	HCT116,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162433	AK4	protein_coding	chr1	65692278	65692283	65692278	65692283	+	2	0	AGO1-4	0	0	1	0	0	0	0	7	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162433	AK4	protein_coding	chr1	65697394	65697399	65697372	65697409	+	3	0	AGO1-4,AGO2	0	0	1	2	0	0	0	7	Huh7.5,marrow-stromal-cells
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162433	AK4	protein_coding	chr1	65697402	65697408	65697402	65697408	+	1	0	AGO2	0	0	1	0	0	0	0	7	Huh7.5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000153936	HS2ST1	protein_coding	chr1	87571708	87571713	87571708	87571713	+	6	0	AGO1-4,AGO2	0	0	1	0	0	0	0	7	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000065243	PKN2	protein_coding	chr1	89294228	89294256	89294228	89294256	+	2	0	AGO2	0	0	0	1	0	0	0	5	HEK293S
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000065243	PKN2	protein_coding	chr1	89299529	89299535	89299508	89299536	+	3	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	5	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000137942	FNBP1L	protein_coding	chr1	94018906	94018912	94018906	94018912	+	1	0	AGO2	0	0	1	0	0	1	1	7	Huh7.5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000117569	PTBP2	protein_coding	chr1	97278370	97278376	97278370	97278377	+	4	0	AGO1-4,AGO2	0	0	1	0	0	0	1	1	BT474,motor-cortex
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000168710	AHCYL1	protein_coding	chr1	110566168	110566174	110566147	110566175	+	3	3	AGO1-4,AGO2	0	0	1	1	0	0	1	5	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000064703	DDX20	protein_coding	chr1	112309911	112309917	112309911	112309917	+	3	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	5	HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000163399	ATP1A1	protein_coding	chr1	116947244	116947250	116947244	116947250	+	12	3	AGO1,AGO1-4,AGO2	0	0	0	0	0	1	0	2	DG75-BCBL-1,HEK293,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162738	VANGL2	protein_coding	chr1	160397276	160397281	160397254	160397282	+	2	0	AGO2	0	0	1	1	0	1	1	2	HEK293S
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162738	VANGL2	protein_coding	chr1	160397580	160397608	160397580	160397608	+	1	0	AGO2	0	0	0	1	0	0	0	2	EWS
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000162738	VANGL2	protein_coding	chr1	160398176	160398181	160398154	160398182	+	3	1	AGO2	0	0	1	1	0	0	0	2	HEK293S
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000197965	MPZL1	protein_coding	chr1	167757548	167757554	167757527	167757555	+	3	1	AGO1-4	0	0	1	1	0	1	1	6	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000197965	MPZL1	protein_coding	chr1	167759249	167759254	167759227	167759255	+	3	0	AGO1-4,AGO2	0	0	1	1	0	0	0	6	HEK293S,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000075391	RASAL2	protein_coding	chr1	178444750	178444755	178444728	178444756	+	1	0	AGO2	0	0	1	1	0	0	0	2	Huh7.5
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000186283	TOR3A	protein_coding	chr1	179064713	179064719	179064713	179064719	+	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2	DG75-BCBL-1,Liver
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000116260	QSOX1	protein_coding	chr1	180168045	180168051	180168024	180168052	+	1	0	AGO1-4	0	0	1	1	0	0	0	3	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000116260	QSOX1	protein_coding	chr1	180169131	180169136	180169109	180169137	+	1	0	AGO1-4	0	0	1	1	0	0	0	3	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000116260	QSOX1	protein_coding	chr1	180173027	180173032	180173027	180173032	+	1	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000121454	LHX4	protein_coding	chr1	180247427	180247433	180247427	180247433	+	1	0	AGO1-4	0	0	1	0	0	0	1	3	MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000118200	CAMSAP2	protein_coding	chr1	200828173	200828179	200828173	200828180	+	4	0	AGO1-4,AGO2	0	0	1	0	0	1	1	2	HeLa,MCF7
MIMAT0004548	hsa-miR-129-1-3p	ENSG00000163486	SRGAP2	protein_coding	chr1	206637526	206637531	206637525	206637532	+	1	0	AGO1-4	0	0	0	0	0	1	1	0	MCF7
