miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum	
MIMAT0003311	hsa-miR-641	ENSG00000162441	LZIC	protein_coding	chr1	9990404	9990409	9990404	9990409	-	4	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000130940	CASZ1	protein_coding	chr1	10698039	10698044	10698039	10698044	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	4	"Huh7.5,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000198793	MTOR	protein_coding	chr1	11166979	11166984	11166979	11166984	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000177000	MTHFR	protein_coding	chr1	11846980	11846985	11846980	11846985	-	3	0	AGO2	1	0	0	0	0	0	0	6	DG75-BCBL-1
MIMAT0003311	hsa-miR-641	ENSG00000132906	CASP9	protein_coding	chr1	15818555	15818561	15818555	15818561	-	1	0	AGO2	0	0	1	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000142632	ARHGEF19	protein_coding	chr1	16524628	16524635	16524628	16524635	-	1	0	AGO2	1	0	0	0	0	0	0	3	Huh7.5
MIMAT0003311	hsa-miR-641	ENSG00000037637	FBXO42	protein_coding	chr1	16573337	16573342	16573336	16573364	-	2	0	AGO2	0	0	1	1	0	0	0	2	HEK293
MIMAT0003311	hsa-miR-641	ENSG00000037637	FBXO42	protein_coding	chr1	16574907	16574912	16574906	16574934	-	2	0	AGO1-4	0	0	1	1	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000179051	RCC2	protein_coding	chr1	17733324	17733329	17733324	17733329	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"BCBL-1,HEK293"
MIMAT0003311	hsa-miR-641	ENSG00000169991	IFFO2	protein_coding	chr1	19230782	19230788	19230782	19230788	-	3	0	AGO1-4	0	0	1	0	0	0	0	3	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000169991	IFFO2	protein_coding	chr1	19232761	19232766	19232761	19232766	-	1	0	AGO2	0	0	1	0	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000127463	EMC1	protein_coding	chr1	19544176	19544181	19544176	19544181	-	3	0	AGO1-4	0	0	1	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000162545	CAMK2N1	protein_coding	chr1	20809128	20809133	20809128	20809133	-	6	0	AGO1-4	1	0	0	0	0	0	0	3	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000189410	SH2D5	protein_coding	chr1	21046326	21046332	21046326	21046332	-	1	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000127483	HP1BP3	protein_coding	chr1	21069461	21069466	21069461	21069466	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"Huh7.5,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000090686	USP48	protein_coding	chr1	22005373	22005378	22005373	22005378	-	1	0	AGO1-4	1	0	0	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000090686	USP48	protein_coding	chr1	22005441	22005446	22005441	22005446	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000142798	HSPG2	protein_coding	chr1	22148770	22148775	22148770	22148775	-	9	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	6	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000142798	HSPG2	protein_coding	chr1	22149345	22149350	22149345	22149350	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	6	"HUVEC,HeLa"
MIMAT0003311	hsa-miR-641	ENSG00000169641	LUZP1	protein_coding	chr1	23413030	23413035	23413030	23413035	-	5	0	AGO2	1	0	0	0	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000169641	LUZP1	protein_coding	chr1	23413967	23413972	23413967	23413972	-	1	0	AGO1-4	1	0	0	0	0	0	0	3	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000125944	HNRNPR	protein_coding	chr1	23636539	23636544	23636539	23636544	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000125945	ZNF436	protein_coding	chr1	23686518	23686524	23686517	23686545	-	2	1	AGO2	1	0	1	1	0	0	0	5	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000125945	ZNF436	protein_coding	chr1	23687254	23687259	23687253	23687281	-	2	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	5	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000088280	ASAP3	protein_coding	chr1	23755135	23755140	23755135	23755140	-	1	0	AGO1-4	1	0	0	0	0	0	0	3	Liver
MIMAT0003311	hsa-miR-641	ENSG00000007968	E2F2	protein_coding	chr1	23832990	23832995	23832990	23832995	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000179163	FUCA1	protein_coding	chr1	24171622	24171627	24171622	24171627	-	7	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	5	"HeLa,Jijoye"
MIMAT0003311	hsa-miR-641	ENSG00000142677	IL22RA1	protein_coding	chr1	24446317	24446323	24446317	24446323	-	1	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000001460	STPG1	protein_coding	chr1	24683587	24683592	24683587	24683592	-	1	0	AGO2	1	0	0	0	0	0	0	2	EF3D-AGO2
MIMAT0003311	hsa-miR-641	ENSG00000020633	RUNX3	protein_coding	chr1	25226076	25226081	25226076	25226081	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	BC-3
MIMAT0003311	hsa-miR-641	ENSG00000117616	RSRP1	protein_coding	chr1	25568828	25568833	25568828	25568833	-	3	0	AGO2	1	0	0	0	0	0	0	0	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000198746	GPATCH3	protein_coding	chr1	27217275	27217280	27217275	27217280	-	1	0	AGO1-4	1	0	0	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000060688	SNRNP40	protein_coding	chr1	31732491	31732496	31732491	31732496	-	1	0	AGO1-4	1	0	0	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000060688	SNRNP40	protein_coding	chr1	31732883	31732888	31732883	31732888	-	2	0	AGO1-4	1	0	0	0	0	0	0	0	HS27a
MIMAT0003311	hsa-miR-641	ENSG00000184007	PTP4A2	protein_coding	chr1	32374154	32374159	32374154	32374159	-	2	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000175130	MARCKSL1	protein_coding	chr1	32799580	32799585	32799579	32799607	-	21	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	1	"LCL-BACD3,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000175130	MARCKSL1	protein_coding	chr1	32799695	32799701	32799694	32799722	-	18	0	"AGO1,AGO1-4,AGO2"	1	0	1	1	0	0	0	1	"HEK293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000134684	YARS	protein_coding	chr1	33240926	33240931	33240926	33240931	-	1	0	AGO1-4	1	0	0	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000163866	SMIM12	protein_coding	chr1	35320288	35320293	35320288	35320293	-	3	0	"AGO1,AGO2"	1	0	0	0	0	0	0	2	HEK293
MIMAT0003311	hsa-miR-641	ENSG00000116922	C1orf109	protein_coding	chr1	38148194	38148199	38148193	38148221	-	1	0	AGO1-4	1	0	1	1	0	0	0	1	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116922	C1orf109	protein_coding	chr1	38148381	38148386	38148380	38148408	-	3	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	1	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000196449	YRDC	protein_coding	chr1	38269464	38269471	38269464	38269471	-	5	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	3	"HEK293S,MDA-MB-231"
MIMAT0003311	hsa-miR-641	ENSG00000188786	MTF1	protein_coding	chr1	38276640	38276645	38276640	38276645	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	6	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000188786	MTF1	protein_coding	chr1	38280378	38280385	38280378	38280385	-	1	0	AGO2	1	0	0	0	0	0	0	6	DG75-BCBL-1
MIMAT0003311	hsa-miR-641	ENSG00000214114	MYCBP	protein_coding	chr1	39329281	39329286	39329281	39329286	-	5	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"BT474,HeLa"
MIMAT0003311	hsa-miR-641	ENSG00000116985	BMP8B	protein_coding	chr1	40225448	40225453	40225448	40225453	-	1	0	AGO2	1	0	0	0	0	0	0	1	HEK293
MIMAT0003311	hsa-miR-641	ENSG00000043514	TRIT1	protein_coding	chr1	40306783	40306788	40306783	40306788	-	6	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"Flp-In-T-REx-293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000116990	MYCL	protein_coding	chr1	40362552	40362557	40362552	40362557	-	1	0	AGO2	1	0	0	0	0	0	0	5	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000117016	RIMS3	protein_coding	chr1	41088127	41088132	41088126	41088154	-	11	0	"AGO1,AGO2,AGO3"	1	0	1	1	0	0	0	0	"HEK293,LCL35"
MIMAT0003311	hsa-miR-641	ENSG00000198815	FOXJ3	protein_coding	chr1	42642736	42642741	42642735	42642763	-	3	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000198815	FOXJ3	protein_coding	chr1	42643857	42643862	42643856	42643884	-	2	0	AGO2	1	0	1	1	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000198815	FOXJ3	protein_coding	chr1	42643940	42643945	42643939	42643967	-	3	0	AGO2	1	0	1	1	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000198815	FOXJ3	protein_coding	chr1	42644068	42644073	42644067	42644095	-	7	0	"AGO1,AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HEK293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000198815	FOXJ3	protein_coding	chr1	42644963	42644969	42644962	42644990	-	2	1	AGO2	1	0	1	1	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000066322	ELOVL1	protein_coding	chr1	43829096	43829103	43829096	43829103	-	5	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000196517	SLC6A9	protein_coding	chr1	44462645	44462650	44462645	44462650	-	10	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HEK293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000162415	ZSWIM5	protein_coding	chr1	45482554	45482559	45482554	45482559	-	1	0	AGO1-4	1	0	0	0	0	0	0	6	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000280670	CCDC163	protein_coding	chr1	45960611	45960616	45960611	45960616	-	1	0	AGO2	1	0	0	0	0	0	0	1	EWS
MIMAT0003311	hsa-miR-641	ENSG00000117450	PRDX1	protein_coding	chr1	45976881	45976886	45976881	45976886	-	9	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"Flp-In-T-REx-293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000159592	GPBP1L1	protein_coding	chr1	46093153	46093158	46093153	46093158	-	2	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"Huh7.5,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46506025	46506031	46506024	46506052	-	7	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	3	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46506097	46506102	46506096	46506124	-	9	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	3	"BT474,HeLa"
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46506406	46506411	46506406	46506413	-	1	0	AGO2	1	0	1	0	0	0	0	3	HEK293
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46506767	46506772	46506766	46506794	-	1	0	AGO2	1	0	1	1	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46507221	46507226	46507220	46507248	-	3	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	3	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117461	PIK3R3	protein_coding	chr1	46508987	46508993	46508986	46509014	-	4	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	3	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000123472	ATPAF1	protein_coding	chr1	47098542	47098570	47098542	47098570	-	1	0	AGO2	0	0	0	1	0	0	0	1	HEK293
MIMAT0003311	hsa-miR-641	ENSG00000123472	ATPAF1	protein_coding	chr1	47099505	47099533	47099505	47099533	-	1	0	AGO2	0	0	0	1	0	0	0	1	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000159658	EFCAB14	protein_coding	chr1	47141727	47141732	47141726	47141754	-	7	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	5	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000159658	EFCAB14	protein_coding	chr1	47143722	47143728	47143721	47143749	-	35	0	"AGO1,AGO1-4,AGO2,AGO3"	1	0	1	1	0	0	0	5	"HEK293,Jijoye,hESCs"
MIMAT0003311	hsa-miR-641	ENSG00000085831	TTC39A	protein_coding	chr1	51753461	51753466	51753461	51753466	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000085832	EPS15	protein_coding	chr1	51820216	51820222	51820215	51820243	-	2	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	0	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000085832	EPS15	protein_coding	chr1	51820332	51820338	51820331	51820359	-	6	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	0	"HeLa,Jijoye"
MIMAT0003311	hsa-miR-641	ENSG00000162385	MAGOH	protein_coding	chr1	53692622	53692627	53692622	53692627	-	3	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000058799	YIPF1	protein_coding	chr1	54317464	54317469	54317463	54317486	-	4	0	AGO1-4	1	1	0	0	0	0	0	3	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116133	DHCR24	protein_coding	chr1	55316178	55316183	55316178	55316183	-	1	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116133	DHCR24	protein_coding	chr1	55316263	55316268	55316263	55316268	-	4	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116133	DHCR24	protein_coding	chr1	55316442	55316447	55316442	55316447	-	3	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116133	DHCR24	protein_coding	chr1	55317010	55317015	55317010	55317015	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	2	"HeLa,Liver"
MIMAT0003311	hsa-miR-641	ENSG00000162407	PLPP3	protein_coding	chr1	56961127	56961132	56961127	56961132	-	2	0	AGO2	1	0	0	0	0	0	0	4	HEK293S
MIMAT0003311	hsa-miR-641	ENSG00000184292	TACSTD2	protein_coding	chr1	59041166	59041171	59041165	59041193	-	3	0	AGO1-4	1	0	1	1	0	0	0	6	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000184292	TACSTD2	protein_coding	chr1	59041277	59041283	59041276	59041304	-	7	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	6	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000184292	TACSTD2	protein_coding	chr1	59041658	59041663	59041657	59041685	-	3	0	AGO1-4	1	0	1	1	0	0	0	6	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116704	SLC35D1	protein_coding	chr1	67466147	67466152	67466146	67466174	-	2	0	AGO2	0	0	1	1	0	0	0	3	Huh7.5
MIMAT0003311	hsa-miR-641	ENSG00000116704	SLC35D1	protein_coding	chr1	67467731	67467736	67467730	67467758	-	2	0	AGO2	0	0	1	1	0	0	0	3	HEK293S
MIMAT0003311	hsa-miR-641	ENSG00000116704	SLC35D1	protein_coding	chr1	67469935	67469940	67469934	67469962	-	3	0	AGO2	1	0	1	1	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000142864	SERBP1	protein_coding	chr1	67877531	67877536	67877531	67877536	-	1	0	AGO1-4	1	0	0	0	0	0	0	1	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000172380	GNG12	protein_coding	chr1	68167429	68167435	68167428	68167456	-	3	0	"AGO1,AGO2"	1	0	1	1	0	0	0	5	"HEK293,HeLa"
MIMAT0003311	hsa-miR-641	ENSG00000172380	GNG12	protein_coding	chr1	68167473	68167479	68167472	68167500	-	2	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	5	"HS27a,HeLa"
MIMAT0003311	hsa-miR-641	ENSG00000172380	GNG12	protein_coding	chr1	68170099	68170104	68170098	68170126	-	8	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	5	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000172380	GNG12	protein_coding	chr1	68170124	68170129	68170123	68170151	-	6	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	5	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000118454	ANKRD13C	protein_coding	chr1	70726375	70726381	70726374	70726402	-	2	0	AGO2	0	0	1	1	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000118454	ANKRD13C	protein_coding	chr1	70728000	70728006	70727999	70728027	-	6	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000118454	ANKRD13C	protein_coding	chr1	70728202	70728207	70728201	70728229	-	6	0	"AGO1,AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000132485	ZRANB2	protein_coding	chr1	71529336	71529364	71529336	71529364	-	3	1	AGO2	0	0	0	1	0	0	0	0	LCL-BACD1
MIMAT0003311	hsa-miR-641	ENSG00000132485	ZRANB2	protein_coding	chr1	71530685	71530690	71530684	71530712	-	4	0	AGO1-4	1	0	0	1	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000116791	CRYZ	protein_coding	chr1	75171933	75171938	75171933	75171938	-	3	0	AGO2	1	0	0	0	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000142892	PIGK	protein_coding	chr1	77557610	77557616	77557609	77557637	-	3	0	"AGO1-4,AGO2"	1	0	0	1	0	0	0	2	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000142892	PIGK	protein_coding	chr1	77627031	77627059	77627031	77627059	-	2	0	AGO2	0	0	0	1	0	0	0	2	HEK293S
MIMAT0003311	hsa-miR-641	ENSG00000077254	USP33	protein_coding	chr1	78161683	78161711	78161683	78161711	-	1	0	AGO2	0	0	0	1	0	0	0	2	EWS
MIMAT0003311	hsa-miR-641	ENSG00000077254	USP33	protein_coding	chr1	78162136	78162142	78162135	78162163	-	11	0	"AGO1-4,AGO2"	1	0	1	1	0	0	0	2	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117155	SSX2IP	protein_coding	chr1	85111608	85111613	85111608	85111613	-	3	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117155	SSX2IP	protein_coding	chr1	85112981	85112986	85112981	85112986	-	5	0	AGO2	1	0	0	0	0	0	0	1	HEK293S
MIMAT0003311	hsa-miR-641	ENSG00000142867	BCL10	protein_coding	chr1	85732114	85732119	85732113	85732141	-	3	0	AGO2	1	0	1	1	0	0	0	5	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000142867	BCL10	protein_coding	chr1	85733206	85733212	85733205	85733233	-	12	0	"AGO1,AGO1-4,AGO2,AGO3"	1	0	1	1	0	0	0	5	"HEK293,LCL35,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000153904	DDAH1	protein_coding	chr1	85784978	85784983	85784977	85785005	-	6	1	"AGO1-4,AGO2"	1	0	1	1	0	0	0	4	"HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000153904	DDAH1	protein_coding	chr1	85786273	85786301	85786273	85786301	-	1	0	AGO2	0	0	0	1	0	0	0	4	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000153904	DDAH1	protein_coding	chr1	85786791	85786797	85786790	85786818	-	22	0	"AGO1,AGO1-4,AGO2,AGO3"	1	0	1	1	0	0	0	4	"HEK293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117174	ZNHIT6	protein_coding	chr1	86118931	86118937	86118931	86118937	-	2	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000171502	COL24A1	protein_coding	chr1	86195810	86195816	86195809	86195837	-	1	0	AGO2	1	0	1	1	0	0	0	5	DG75-BCBL-1
MIMAT0003311	hsa-miR-641	ENSG00000117226	GBP3	protein_coding	chr1	89472485	89472490	89472485	89472490	-	2	0	AGO2	1	0	0	0	0	0	0	2	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000143032	BARHL2	protein_coding	chr1	91177185	91177191	91177184	91177212	-	1	0	AGO2	0	0	1	1	0	0	0	0	EWS
MIMAT0003311	hsa-miR-641	ENSG00000122482	ZNF644	protein_coding	chr1	91381177	91381182	91381177	91381182	-	3	0	AGO1-4	1	0	0	0	0	0	0	2	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000069702	TGFBR3	protein_coding	chr1	92147102	92147108	92147101	92147129	-	2	0	AGO2	0	0	1	1	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000069702	TGFBR3	protein_coding	chr1	92147328	92147334	92147308	92147355	-	10	0	"AGO1,AGO1-4,AGO2"	0	0	1	2	0	0	0	3	"HEK293,HeLa,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000069702	TGFBR3	protein_coding	chr1	92148582	92148588	92148581	92148609	-	3	1	AGO2	1	0	1	1	0	0	0	3	HeLa
MIMAT0003311	hsa-miR-641	ENSG00000117500	TMED5	protein_coding	chr1	93617632	93617637	93617632	93617637	-	4	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	0	"EWS,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117500	TMED5	protein_coding	chr1	93619939	93619945	93619939	93619945	-	1	0	AGO1-4	1	0	1	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000067334	DNTTIP2	protein_coding	chr1	94333983	94333988	94333983	94333988	-	1	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000067334	DNTTIP2	protein_coding	chr1	94334089	94334094	94334089	94334094	-	1	0	AGO1-4	0	0	1	0	0	0	0	0	MCF7
MIMAT0003311	hsa-miR-641	ENSG00000023909	GCLM	protein_coding	chr1	94353921	94353926	94353921	94353926	-	5	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HEK293,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117525	F3	protein_coding	chr1	94995683	94995689	94995683	94995689	-	8	0	"AGO1-4,AGO2"	1	0	0	0	0	0	0	4	"HEK293S,MCF7"
MIMAT0003311	hsa-miR-641	ENSG00000117519	CNN3	protein_coding	chr1	95363212	95363217	95363212	95363217	-	18	0	"AGO1,AGO1-4,AGO2"	1	0	0	0	0	0	0	1	"HEK293,HS5,LCL35"
